Instance,n_jobs,n_machines,p_iterations,p_pct,p_lambda,p_tabootenure,p_cooling_r,p_max_iters_nomejor,Initial Makespan,Optimized Makespan,Time (s)
tai20_15.txt - Instance 10,20,15,5000,0.2,0.8,50,1.1,100,1910,1910,12.316583156585693
tai20_20.txt - Instance 1,20,20,5000,0.2,0.8,50,1.1,100,2679,2466,20.432751178741455
tai20_20.txt - Instance 2,20,20,5000,0.2,0.8,50,1.1,100,2519,2427,20.048903942108154
tai20_20.txt - Instance 3,20,20,5000,0.2,0.8,50,1.1,100,2449,2374,20.502830028533936
tai20_20.txt - Instance 4,20,20,5000,0.2,0.8,50,1.1,100,2773,2423,18.540566444396973
tai20_20.txt - Instance 5,20,20,5000,0.2,0.8,50,1.1,100,2679,2441,15.751184701919556
tai20_20.txt - Instance 6,20,20,5000,0.2,0.8,50,1.1,100,2297,2297,16.3359055519104
tai20_20.txt - Instance 7,20,20,5000,0.2,0.8,50,1.1,100,2870,2518,15.43560266494751
tai20_20.txt - Instance 8,20,20,5000,0.2,0.8,50,1.1,100,2621,2406,15.64655590057373
tai20_20.txt - Instance 9,20,20,5000,0.2,0.8,50,1.1,100,2689,2442,15.684144020080566
tai20_20.txt - Instance 10,20,20,5000,0.2,0.8,50,1.1,100,2691,2357,18.948108196258545
tai30_15.txt - Instance 1,30,15,5000,0.2,0.8,50,1.1,100,3120,2666,23.16554069519043
tai30_15.txt - Instance 2,30,15,5000,0.2,0.8,50,1.1,100,3071,2832,22.549604415893555
tai30_15.txt - Instance 3,30,15,5000,0.2,0.8,50,1.1,100,2795,2795,22.48658013343811
tai30_15.txt - Instance 4,30,15,5000,0.2,0.8,50,1.1,100,3068,2763,22.805527210235596
tai30_15.txt - Instance 5,30,15,5000,0.2,0.8,50,1.1,100,3114,2729,18.053277015686035
tai30_15.txt - Instance 6,30,15,5000,0.2,0.8,50,1.1,100,2967,2792,17.247756004333496
tai30_15.txt - Instance 7,30,15,5000,0.2,0.8,50,1.1,100,3144,2756,17.401200771331787
tai30_15.txt - Instance 8,30,15,5000,0.2,0.8,50,1.1,100,2463,2463,17.595983505249023
tai30_15.txt - Instance 9,30,15,5000,0.2,0.8,50,1.1,100,3175,2749,21.05130934715271
tai30_15.txt - Instance 10,30,15,5000,0.2,0.8,50,1.1,100,2940,2588,22.715973377227783
tai30_20.txt - Instance 1,30,20,5000,0.2,0.8,50,1.1,100,3166,3166,36.315303802490234
tai30_20.txt - Instance 2,30,20,5000,0.2,0.8,50,1.1,100,3411,3138,37.06527829170227
tai30_20.txt - Instance 3,30,20,5000,0.2,0.8,50,1.1,100,3220,3088,37.14553213119507
tai30_20.txt - Instance 4,30,20,5000,0.2,0.8,50,1.1,100,3337,3144,33.89508867263794
tai30_20.txt - Instance 5,30,20,5000,0.2,0.8,50,1.1,100,3360,3197,28.94166851043701
tai30_20.txt - Instance 6,30,20,5000,0.2,0.8,50,1.1,100,3326,3253,28.32953715324402
tai30_20.txt - Instance 7,30,20,5000,0.2,0.8,50,1.1,100,3050,3050,28.483980655670166
tai30_20.txt - Instance 8,30,20,5000,0.2,0.8,50,1.1,100,3452,3104,36.81363654136658
tai30_20.txt - Instance 9,30,20,5000,0.2,0.8,50,1.1,100,3207,3068,36.865458250045776
tai30_20.txt - Instance 10,30,20,5000,0.2,0.8,50,1.1,100,3044,3041,35.01531362533569
tai50_15.txt - Instance 1,50,15,5000,0.2,0.8,50,1.1,100,4468,4047,38.2818648815155
tai50_15.txt - Instance 2,50,15,5000,0.2,0.8,50,1.1,100,4474,4156,40.41745138168335
tai50_15.txt - Instance 3,50,15,5000,0.2,0.8,50,1.1,100,3830,3826,48.829185247421265
tai50_15.txt - Instance 4,50,15,5000,0.2,0.8,50,1.1,100,4362,3771,49.729811906814575
tai50_15.txt - Instance 5,50,15,5000,0.2,0.8,50,1.1,100,4978,3881,50.06672239303589
tai50_15.txt - Instance 6,50,15,5000,0.2,0.8,50,1.1,100,4525,4107,43.31493878364563
tai50_15.txt - Instance 7,50,15,5000,0.2,0.8,50,1.1,100,4595,4065,38.89838266372681
tai50_15.txt - Instance 8,50,15,5000,0.2,0.8,50,1.1,100,4380,4122,40.885616064071655
tai50_15.txt - Instance 9,50,15,5000,0.2,0.8,50,1.1,100,4220,3867,50.29352903366089
tai50_15.txt - Instance 10,50,15,5000,0.2,0.8,50,1.1,100,4471,3866,48.4179801940918
tai50_20.txt - Instance 1,50,20,5000,0.2,0.8,50,1.1,100,4577,4562,65.21407747268677
tai50_20.txt - Instance 2,50,20,5000,0.2,0.8,50,1.1,100,4642,4604,85.91050028800964
tai50_20.txt - Instance 3,50,20,5000,0.2,0.8,50,1.1,100,4210,4210,83.81292653083801
tai50_20.txt - Instance 4,50,20,5000,0.2,0.8,50,1.1,100,4377,4184,67.79779076576233
tai50_20.txt - Instance 5,50,20,5000,0.2,0.8,50,1.1,100,4536,4382,77.32964706420898
tai50_20.txt - Instance 6,50,20,5000,0.2,0.8,50,1.1,100,4944,4518,79.54890990257263
tai50_20.txt - Instance 7,50,20,5000,0.2,0.8,50,1.1,100,4906,4638,67.74986433982849
tai50_20.txt - Instance 8,50,20,5000,0.2,0.8,50,1.1,100,4539,4283,83.89775443077087
tai50_20.txt - Instance 9,50,20,5000,0.2,0.8,50,1.1,100,4651,4608,84.08921551704407
tai50_20.txt - Instance 10,50,20,5000,0.2,0.8,50,1.1,100,4879,4586,66.08085989952087
tai100_20.txt - Instance 1,100,20,5000,0.2,0.8,50,1.1,100,7968,7968,243.92320823669434
tai100_20.txt - Instance 2,100,20,5000,0.2,0.8,50,1.1,100,7575,7572,246.8915717601776
tai100_20.txt - Instance 3,100,20,5000,0.2,0.8,50,1.1,100,8170,8055,250.62894439697266
tai100_20.txt - Instance 4,100,20,5000,0.2,0.8,50,1.1,100,8034,7726,244.6359555721283
tai100_20.txt - Instance 5,100,20,5000,0.2,0.8,50,1.1,100,8433,7900,249.74043941497803
tai100_20.txt - Instance 6,100,20,5000,0.2,0.8,50,1.1,100,7820,7820,243.68817019462585
tai100_20.txt - Instance 7,100,20,5000,0.2,0.8,50,1.1,100,8304,7968,249.8868179321289
tai100_20.txt - Instance 8,100,20,5000,0.2,0.8,50,1.1,100,7910,7805,233.89463782310486
tai100_20.txt - Instance 9,100,20,5000,0.2,0.8,50,1.1,100,7843,7712,253.87421703338623
tai100_20.txt - Instance 10,100,20,5000,0.2,0.8,50,1.1,100,7869,7434,235.29137897491455
