Instance,n_jobs,n_machines,p_iterations,p_pct,p_lambda,p_tabootenure,p_cooling_r,p_initial_t,p_final_t,p_max_iters_nomejor,Initial Makespan,Optimized Makespan,Time (s)
tai30_15.txt - Instance 9,30,15,1000,0.3,0.7,50,0.995,500.0,0.1,100,3175,2741,2.382953405380249
tai30_15.txt - Instance 10,30,15,1000,0.3,0.7,50,0.995,500.0,0.1,100,2940,2663,2.449519395828247
tai30_20.txt - Instance 1,30,20,1000,0.3,0.7,50,0.995,500.0,0.1,100,3166,3166,4.133940696716309
tai30_20.txt - Instance 2,30,20,1000,0.3,0.7,50,0.995,500.0,0.1,100,3411,3195,4.003110885620117
tai30_20.txt - Instance 3,30,20,1000,0.3,0.7,50,0.995,500.0,0.1,100,3220,3136,4.096486330032349
tai30_20.txt - Instance 4,30,20,1000,0.3,0.7,50,0.995,500.0,0.1,100,3337,3292,4.116384029388428
tai30_20.txt - Instance 5,30,20,1000,0.3,0.7,50,0.995,500.0,0.1,100,3360,3145,4.27173376083374
tai30_20.txt - Instance 6,30,20,1000,0.3,0.7,50,0.995,500.0,0.1,100,3326,3326,4.19477653503418
tai30_20.txt - Instance 7,30,20,1000,0.3,0.7,50,0.995,500.0,0.1,100,3050,3050,4.220224618911743
tai30_20.txt - Instance 8,30,20,1000,0.3,0.7,50,0.995,500.0,0.1,100,3452,3128,4.0959978103637695
tai30_20.txt - Instance 9,30,20,1000,0.3,0.7,50,0.995,500.0,0.1,100,3207,3094,4.346534490585327
tai30_20.txt - Instance 10,30,20,1000,0.3,0.7,50,0.995,500.0,0.1,100,3044,3044,4.23939847946167
tai50_15.txt - Instance 1,50,15,1000,0.3,0.7,50,0.995,500.0,0.1,100,4468,4113,6.484740734100342
tai50_15.txt - Instance 2,50,15,1000,0.3,0.7,50,0.995,500.0,0.1,100,4474,4203,5.9994306564331055
tai50_15.txt - Instance 3,50,15,1000,0.3,0.7,50,0.995,500.0,0.1,100,3830,3830,5.666612386703491
tai50_15.txt - Instance 4,50,15,1000,0.3,0.7,50,0.995,500.0,0.1,100,4362,3957,5.583428382873535
tai50_15.txt - Instance 5,50,15,1000,0.3,0.7,50,0.995,500.0,0.1,100,4978,4161,5.866148471832275
tai50_15.txt - Instance 6,50,15,1000,0.3,0.7,50,0.995,500.0,0.1,100,4525,4136,5.78356671333313
tai50_15.txt - Instance 7,50,15,1000,0.3,0.7,50,0.995,500.0,0.1,100,4595,4270,5.666249990463257
tai50_15.txt - Instance 8,50,15,1000,0.3,0.7,50,0.995,500.0,0.1,100,4380,4254,5.967410326004028
tai50_15.txt - Instance 9,50,15,1000,0.3,0.7,50,0.995,500.0,0.1,100,4220,4021,5.614996433258057
tai50_15.txt - Instance 10,50,15,1000,0.3,0.7,50,0.995,500.0,0.1,100,4471,3826,6.950273752212524
tai50_20.txt - Instance 1,50,20,1000,0.3,0.7,50,0.995,500.0,0.1,100,4577,4560,10.68260407447815
tai50_20.txt - Instance 2,50,20,1000,0.3,0.7,50,0.995,500.0,0.1,100,4642,4642,13.966495513916016
tai50_20.txt - Instance 3,50,20,1000,0.3,0.7,50,0.995,500.0,0.1,100,4210,4210,13.681861400604248
tai50_20.txt - Instance 4,50,20,1000,0.3,0.7,50,0.995,500.0,0.1,100,4377,4350,14.104623794555664
tai50_20.txt - Instance 5,50,20,1000,0.3,0.7,50,0.995,500.0,0.1,100,4536,4396,14.232211112976074
tai50_20.txt - Instance 6,50,20,1000,0.3,0.7,50,0.995,500.0,0.1,100,4944,4513,13.670268774032593
tai50_20.txt - Instance 7,50,20,1000,0.3,0.7,50,0.995,500.0,0.1,100,4906,4513,14.639965772628784
tai50_20.txt - Instance 8,50,20,1000,0.3,0.7,50,0.995,500.0,0.1,100,4539,4484,14.698742628097534
tai50_20.txt - Instance 9,50,20,1000,0.3,0.7,50,0.995,500.0,0.1,100,4651,4651,13.925581216812134
tai50_20.txt - Instance 10,50,20,1000,0.3,0.7,50,0.995,500.0,0.1,100,4879,4787,12.286510944366455
tai100_20.txt - Instance 1,100,20,1000,0.3,0.7,50,0.995,500.0,0.1,100,7968,7968,43.781312227249146
tai100_20.txt - Instance 2,100,20,1000,0.3,0.7,50,0.995,500.0,0.1,100,7575,7575,46.478445053100586
tai100_20.txt - Instance 3,100,20,1000,0.3,0.7,50,0.995,500.0,0.1,100,8170,7939,52.092957973480225
tai100_20.txt - Instance 4,100,20,1000,0.3,0.7,50,0.995,500.0,0.1,100,8034,7490,43.43567943572998
tai100_20.txt - Instance 5,100,20,1000,0.3,0.7,50,0.995,500.0,0.1,100,8433,7862,42.28274655342102
tai100_20.txt - Instance 6,100,20,1000,0.3,0.7,50,0.995,500.0,0.1,100,7820,7820,43.789698362350464
tai100_20.txt - Instance 7,100,20,1000,0.3,0.7,50,0.995,500.0,0.1,100,8304,8304,44.702234983444214
tai100_20.txt - Instance 8,100,20,1000,0.3,0.7,50,0.995,500.0,0.1,100,7910,7910,54.60924482345581
tai100_20.txt - Instance 9,100,20,1000,0.3,0.7,50,0.995,500.0,0.1,100,7843,7843,56.06872773170471
tai100_20.txt - Instance 10,100,20,1000,0.3,0.7,50,0.995,500.0,0.1,100,7869,7642,51.451268911361694
tai15_15.txt - Instance 1,15,15,1000,0.3,0.8,20,0.99,500.0,0.1,100,1865,1682,1.2349374294281006
tai15_15.txt - Instance 2,15,15,1000,0.3,0.8,20,0.99,500.0,0.1,100,1911,1620,1.1686828136444092
tai15_15.txt - Instance 3,15,15,1000,0.3,0.8,20,0.99,500.0,0.1,100,1942,1728,1.2056410312652588
tai15_15.txt - Instance 4,15,15,1000,0.3,0.8,20,0.99,500.0,0.1,100,1946,1741,1.0166919231414795
tai15_15.txt - Instance 5,15,15,1000,0.3,0.8,20,0.99,500.0,0.1,100,1725,1725,0.9998998641967773
tai15_15.txt - Instance 6,15,15,1000,0.3,0.8,20,0.99,500.0,0.1,100,1739,1668,1.2775311470031738
tai15_15.txt - Instance 7,15,15,1000,0.3,0.8,20,0.99,500.0,0.1,100,1993,1775,1.509190559387207
tai15_15.txt - Instance 8,15,15,1000,0.3,0.8,20,0.99,500.0,0.1,100,1904,1742,1.1949124336242676
tai15_15.txt - Instance 9,15,15,1000,0.3,0.8,20,0.99,500.0,0.1,100,2057,1791,1.0350146293640137
tai15_15.txt - Instance 10,15,15,1000,0.3,0.8,20,0.99,500.0,0.1,100,1808,1742,1.0354290008544922
tai20_15.txt - Instance 1,20,15,1000,0.3,0.8,20,0.99,500.0,0.1,100,2225,1926,1.4636383056640625
tai20_15.txt - Instance 2,20,15,1000,0.3,0.8,20,0.99,500.0,0.1,100,2266,2063,1.7830111980438232
tai20_15.txt - Instance 3,20,15,1000,0.3,0.8,20,0.99,500.0,0.1,100,2183,2054,1.5163793563842773
tai20_15.txt - Instance 4,20,15,1000,0.3,0.8,20,0.99,500.0,0.1,100,2278,1982,1.5667848587036133
tai20_15.txt - Instance 5,20,15,1000,0.3,0.8,20,0.99,500.0,0.1,100,2335,2073,1.551384687423706
tai20_15.txt - Instance 6,20,15,1000,0.3,0.8,20,0.99,500.0,0.1,100,2089,1983,1.5690398216247559
tai20_15.txt - Instance 7,20,15,1000,0.3,0.8,20,0.99,500.0,0.1,100,2112,2101,1.5451531410217285
tai20_15.txt - Instance 8,20,15,1000,0.3,0.8,20,0.99,500.0,0.1,100,2197,2053,2.2202394008636475
tai20_15.txt - Instance 9,20,15,1000,0.3,0.8,20,0.99,500.0,0.1,100,2123,1943,1.6002001762390137
tai20_15.txt - Instance 10,20,15,1000,0.3,0.8,20,0.99,500.0,0.1,100,1910,1910,1.5995876789093018
tai20_20.txt - Instance 1,20,20,1000,0.3,0.8,20,0.99,500.0,0.1,100,2679,2459,2.7555429935455322
tai20_20.txt - Instance 2,20,20,1000,0.3,0.8,20,0.99,500.0,0.1,100,2519,2363,3.744628429412842
tai20_20.txt - Instance 3,20,20,1000,0.3,0.8,20,0.99,500.0,0.1,100,2449,2449,2.735417127609253
tai20_20.txt - Instance 4,20,20,1000,0.3,0.8,20,0.99,500.0,0.1,100,2773,2533,3.2907116413116455
tai20_20.txt - Instance 5,20,20,1000,0.3,0.8,20,0.99,500.0,0.1,100,2679,2405,2.982867956161499
tai20_20.txt - Instance 6,20,20,1000,0.3,0.8,20,0.99,500.0,0.1,100,2297,2297,3.187962293624878
tai20_20.txt - Instance 7,20,20,1000,0.3,0.8,20,0.99,500.0,0.1,100,2870,2597,3.2125649452209473
tai20_20.txt - Instance 8,20,20,1000,0.3,0.8,20,0.99,500.0,0.1,100,2621,2490,3.1104743480682373
tai20_20.txt - Instance 9,20,20,1000,0.3,0.8,20,0.99,500.0,0.1,100,2689,2413,3.3634259700775146
tai20_20.txt - Instance 10,20,20,1000,0.3,0.8,20,0.99,500.0,0.1,100,2691,2427,3.03659725189209
tai30_15.txt - Instance 1,30,15,1000,0.3,0.8,20,0.99,500.0,0.1,100,3120,2693,3.7834765911102295
tai30_15.txt - Instance 2,30,15,1000,0.3,0.8,20,0.99,500.0,0.1,100,3071,2851,4.43183445930481
tai30_15.txt - Instance 3,30,15,1000,0.3,0.8,20,0.99,500.0,0.1,100,2795,2795,3.6165683269500732
tai30_15.txt - Instance 4,30,15,1000,0.3,0.8,20,0.99,500.0,0.1,100,3068,2846,4.149872303009033
tai30_15.txt - Instance 5,30,15,1000,0.3,0.8,20,0.99,500.0,0.1,100,3114,2934,4.620751619338989
tai30_15.txt - Instance 6,30,15,1000,0.3,0.8,20,0.99,500.0,0.1,100,2967,2833,4.808748722076416
tai30_15.txt - Instance 7,30,15,1000,0.3,0.8,20,0.99,500.0,0.1,100,3144,2768,4.61166524887085
tai30_15.txt - Instance 8,30,15,1000,0.3,0.8,20,0.99,500.0,0.1,100,2463,2463,3.4886975288391113
tai30_15.txt - Instance 9,30,15,1000,0.3,0.8,20,0.99,500.0,0.1,100,3175,2877,3.375338315963745
tai30_15.txt - Instance 10,30,15,1000,0.3,0.8,20,0.99,500.0,0.1,100,2940,2567,3.490865468978882
tai30_20.txt - Instance 1,30,20,1000,0.3,0.8,20,0.99,500.0,0.1,100,3166,3166,6.7829389572143555
tai30_20.txt - Instance 2,30,20,1000,0.3,0.8,20,0.99,500.0,0.1,100,3411,3173,5.783569812774658
tai30_20.txt - Instance 3,30,20,1000,0.3,0.8,20,0.99,500.0,0.1,100,3220,3213,5.249433755874634
tai30_20.txt - Instance 4,30,20,1000,0.3,0.8,20,0.99,500.0,0.1,100,3337,3337,5.199776649475098
tai30_20.txt - Instance 5,30,20,1000,0.3,0.8,20,0.99,500.0,0.1,100,3360,3284,5.016616106033325
tai30_20.txt - Instance 6,30,20,1000,0.3,0.8,20,0.99,500.0,0.1,100,3326,3298,4.866765022277832
tai30_20.txt - Instance 7,30,20,1000,0.3,0.8,20,0.99,500.0,0.1,100,3050,3050,5.3162455558776855
tai30_20.txt - Instance 8,30,20,1000,0.3,0.8,20,0.99,500.0,0.1,100,3452,3160,4.700361728668213
tai30_20.txt - Instance 9,30,20,1000,0.3,0.8,20,0.99,500.0,0.1,100,3207,3157,5.011334657669067
tai30_20.txt - Instance 10,30,20,1000,0.3,0.8,20,0.99,500.0,0.1,100,3044,3044,4.971738815307617
tai50_15.txt - Instance 1,50,15,1000,0.3,0.8,20,0.99,500.0,0.1,100,4468,4141,7.235672235488892
tai50_15.txt - Instance 2,50,15,1000,0.3,0.8,20,0.99,500.0,0.1,100,4474,4184,7.011749744415283
tai50_15.txt - Instance 3,50,15,1000,0.3,0.8,20,0.99,500.0,0.1,100,3830,3795,7.749766111373901
tai50_15.txt - Instance 4,50,15,1000,0.3,0.8,20,0.99,500.0,0.1,100,4362,3860,7.655238628387451
tai50_15.txt - Instance 5,50,15,1000,0.3,0.8,20,0.99,500.0,0.1,100,4978,4101,7.793381452560425
tai50_15.txt - Instance 6,50,15,1000,0.3,0.8,20,0.99,500.0,0.1,100,4525,3992,6.9971020221710205
tai50_15.txt - Instance 7,50,15,1000,0.3,0.8,20,0.99,500.0,0.1,100,4595,4199,7.378325462341309
tai50_15.txt - Instance 8,50,15,1000,0.3,0.8,20,0.99,500.0,0.1,100,4380,4245,7.255789756774902
tai50_15.txt - Instance 9,50,15,1000,0.3,0.8,20,0.99,500.0,0.1,100,4220,3977,7.19929575920105
tai50_15.txt - Instance 10,50,15,1000,0.3,0.8,20,0.99,500.0,0.1,100,4471,3771,9.149712800979614
tai50_20.txt - Instance 1,50,20,1000,0.3,0.8,20,0.99,500.0,0.1,100,4577,4577,13.405385494232178
tai50_20.txt - Instance 2,50,20,1000,0.3,0.8,20,0.99,500.0,0.1,100,4642,4611,12.939918279647827
tai50_20.txt - Instance 3,50,20,1000,0.3,0.8,20,0.99,500.0,0.1,100,4210,4210,16.15727424621582
tai50_20.txt - Instance 4,50,20,1000,0.3,0.8,20,0.99,500.0,0.1,100,4377,4377,17.183172464370728
tai50_20.txt - Instance 5,50,20,1000,0.3,0.8,20,0.99,500.0,0.1,100,4536,4452,16.87104630470276
tai50_20.txt - Instance 6,50,20,1000,0.3,0.8,20,0.99,500.0,0.1,100,4944,4658,14.63294529914856
tai50_20.txt - Instance 7,50,20,1000,0.3,0.8,20,0.99,500.0,0.1,100,4906,4714,15.056310653686523
tai50_20.txt - Instance 8,50,20,1000,0.3,0.8,20,0.99,500.0,0.1,100,4539,4539,13.549269914627075
tai50_20.txt - Instance 9,50,20,1000,0.3,0.8,20,0.99,500.0,0.1,100,4651,4651,14.466020584106445
tai50_20.txt - Instance 10,50,20,1000,0.3,0.8,20,0.99,500.0,0.1,100,4879,4704,15.80277705192566
tai100_20.txt - Instance 1,100,20,1000,0.3,0.8,20,0.99,500.0,0.1,100,7968,7968,47.18721842765808
tai100_20.txt - Instance 2,100,20,1000,0.3,0.8,20,0.99,500.0,0.1,100,7575,7575,56.47134208679199
tai100_20.txt - Instance 3,100,20,1000,0.3,0.8,20,0.99,500.0,0.1,100,8170,7973,61.97269916534424
tai100_20.txt - Instance 4,100,20,1000,0.3,0.8,20,0.99,500.0,0.1,100,8034,7768,61.22294235229492
tai100_20.txt - Instance 5,100,20,1000,0.3,0.8,20,0.99,500.0,0.1,100,8433,8433,60.45207643508911
tai100_20.txt - Instance 6,100,20,1000,0.3,0.8,20,0.99,500.0,0.1,100,7820,7820,49.2085657119751
tai100_20.txt - Instance 7,100,20,1000,0.3,0.8,20,0.99,500.0,0.1,100,8304,8304,50.32478332519531
tai100_20.txt - Instance 8,100,20,1000,0.3,0.8,20,0.99,500.0,0.1,100,7910,7737,48.38326907157898
tai100_20.txt - Instance 9,100,20,1000,0.3,0.8,20,0.99,500.0,0.1,100,7843,7784,45.77636504173279
tai100_20.txt - Instance 10,100,20,1000,0.3,0.8,20,0.99,500.0,0.1,100,7869,7365,44.03623580932617
tai15_15.txt - Instance 1,15,15,1000,0.3,0.8,20,0.995,500.0,0.1,100,1865,1651,1.4086582660675049
tai15_15.txt - Instance 2,15,15,1000,0.3,0.8,20,0.995,500.0,0.1,100,1911,1731,1.4641714096069336
tai15_15.txt - Instance 3,15,15,1000,0.3,0.8,20,0.995,500.0,0.1,100,1942,1715,1.1269755363464355
tai15_15.txt - Instance 4,15,15,1000,0.3,0.8,20,0.995,500.0,0.1,100,1946,1732,1.1236679553985596
tai15_15.txt - Instance 5,15,15,1000,0.3,0.8,20,0.995,500.0,0.1,100,1725,1725,1.084949254989624
tai15_15.txt - Instance 6,15,15,1000,0.3,0.8,20,0.995,500.0,0.1,100,1739,1715,1.1360142230987549
tai15_15.txt - Instance 7,15,15,1000,0.3,0.8,20,0.995,500.0,0.1,100,1993,1668,1.155224323272705
tai15_15.txt - Instance 8,15,15,1000,0.3,0.8,20,0.995,500.0,0.1,100,1904,1744,1.102668046951294
tai15_15.txt - Instance 9,15,15,1000,0.3,0.8,20,0.995,500.0,0.1,100,2057,1807,1.0414953231811523
tai15_15.txt - Instance 10,15,15,1000,0.3,0.8,20,0.995,500.0,0.1,100,1808,1763,1.0696101188659668
tai20_15.txt - Instance 1,20,15,1000,0.3,0.8,20,0.995,500.0,0.1,100,2225,2025,1.597912073135376
tai20_15.txt - Instance 2,20,15,1000,0.3,0.8,20,0.995,500.0,0.1,100,2266,2037,1.5900790691375732
tai20_15.txt - Instance 3,20,15,1000,0.3,0.8,20,0.995,500.0,0.1,100,2183,2022,1.8400554656982422
tai20_15.txt - Instance 4,20,15,1000,0.3,0.8,20,0.995,500.0,0.1,100,2278,1927,2.2253293991088867
tai20_15.txt - Instance 5,20,15,1000,0.3,0.8,20,0.995,500.0,0.1,100,2335,2010,1.7146151065826416
tai20_15.txt - Instance 6,20,15,1000,0.3,0.8,20,0.995,500.0,0.1,100,2089,2085,1.6852447986602783
tai20_15.txt - Instance 7,20,15,1000,0.3,0.8,20,0.995,500.0,0.1,100,2112,2020,1.8470854759216309
tai20_15.txt - Instance 8,20,15,1000,0.3,0.8,20,0.995,500.0,0.1,100,2197,2071,1.7949626445770264
tai20_15.txt - Instance 9,20,15,1000,0.3,0.8,20,0.995,500.0,0.1,100,2123,2020,1.655965805053711
tai20_15.txt - Instance 10,20,15,1000,0.3,0.8,20,0.995,500.0,0.1,100,1910,1910,1.7268857955932617
tai20_20.txt - Instance 1,20,20,1000,0.3,0.8,20,0.995,500.0,0.1,100,2679,2451,2.8396830558776855
tai20_20.txt - Instance 2,20,20,1000,0.3,0.8,20,0.995,500.0,0.1,100,2519,2468,3.257850408554077
tai20_20.txt - Instance 3,20,20,1000,0.3,0.8,20,0.995,500.0,0.1,100,2449,2449,2.9955203533172607
tai20_20.txt - Instance 4,20,20,1000,0.3,0.8,20,0.995,500.0,0.1,100,2773,2501,2.944554090499878
tai20_20.txt - Instance 5,20,20,1000,0.3,0.8,20,0.995,500.0,0.1,100,2679,2323,2.8500783443450928
tai20_20.txt - Instance 6,20,20,1000,0.3,0.8,20,0.995,500.0,0.1,100,2297,2297,2.910081624984741
tai20_20.txt - Instance 7,20,20,1000,0.3,0.8,20,0.995,500.0,0.1,100,2870,2574,3.149871587753296
tai20_20.txt - Instance 8,20,20,1000,0.3,0.8,20,0.995,500.0,0.1,100,2621,2527,2.72000789642334
tai20_20.txt - Instance 9,20,20,1000,0.3,0.8,20,0.995,500.0,0.1,100,2689,2480,3.4546432495117188
tai20_20.txt - Instance 10,20,20,1000,0.3,0.8,20,0.995,500.0,0.1,100,2691,2418,5.1310811042785645
tai30_15.txt - Instance 1,30,15,1000,0.3,0.8,20,0.995,500.0,0.1,100,3120,2681,5.331860065460205
tai30_15.txt - Instance 2,30,15,1000,0.3,0.8,20,0.995,500.0,0.1,100,3071,2958,3.122164249420166
tai30_15.txt - Instance 3,30,15,1000,0.3,0.8,20,0.995,500.0,0.1,100,2795,2795,2.9719901084899902
tai30_15.txt - Instance 4,30,15,1000,0.3,0.8,20,0.995,500.0,0.1,100,3068,2803,2.905163526535034
tai30_15.txt - Instance 5,30,15,1000,0.3,0.8,20,0.995,500.0,0.1,100,3114,2793,3.114635944366455
tai30_15.txt - Instance 6,30,15,1000,0.3,0.8,20,0.995,500.0,0.1,100,2967,2720,3.719904899597168
tai30_15.txt - Instance 7,30,15,1000,0.3,0.8,20,0.995,500.0,0.1,100,3144,2764,3.0303750038146973
tai30_15.txt - Instance 8,30,15,1000,0.3,0.8,20,0.995,500.0,0.1,100,2463,2463,3.03151798248291
tai30_15.txt - Instance 9,30,15,1000,0.3,0.8,20,0.995,500.0,0.1,100,3175,2753,3.3531076908111572
tai30_15.txt - Instance 10,30,15,1000,0.3,0.8,20,0.995,500.0,0.1,100,2940,2682,3.211393356323242
tai30_20.txt - Instance 1,30,20,1000,0.3,0.8,20,0.995,500.0,0.1,100,3166,3166,5.555447816848755
tai30_20.txt - Instance 2,30,20,1000,0.3,0.8,20,0.995,500.0,0.1,100,3411,3235,5.032927989959717
tai30_20.txt - Instance 3,30,20,1000,0.3,0.8,20,0.995,500.0,0.1,100,3220,3180,5.046221494674683
tai30_20.txt - Instance 4,30,20,1000,0.3,0.8,20,0.995,500.0,0.1,100,3337,3228,5.9038121700286865
tai30_20.txt - Instance 5,30,20,1000,0.3,0.8,20,0.995,500.0,0.1,100,3360,3107,6.926172256469727
tai30_20.txt - Instance 6,30,20,1000,0.3,0.8,20,0.995,500.0,0.1,100,3326,3326,5.480241775512695
tai30_20.txt - Instance 7,30,20,1000,0.3,0.8,20,0.995,500.0,0.1,100,3050,3050,5.699774742126465
tai30_20.txt - Instance 8,30,20,1000,0.3,0.8,20,0.995,500.0,0.1,100,3452,3071,4.727221727371216
tai30_20.txt - Instance 9,30,20,1000,0.3,0.8,20,0.995,500.0,0.1,100,3207,3103,5.097379922866821
tai30_20.txt - Instance 10,30,20,1000,0.3,0.8,20,0.995,500.0,0.1,100,3044,3044,5.221923112869263
tai50_15.txt - Instance 1,50,15,1000,0.3,0.8,20,0.995,500.0,0.1,100,4468,4157,7.115298509597778
tai50_15.txt - Instance 2,50,15,1000,0.3,0.8,20,0.995,500.0,0.1,100,4474,4298,7.425726890563965
tai50_15.txt - Instance 3,50,15,1000,0.3,0.8,20,0.995,500.0,0.1,100,3830,3830,7.153892278671265
tai50_15.txt - Instance 4,50,15,1000,0.3,0.8,20,0.995,500.0,0.1,100,4362,3959,8.295678853988647
tai50_15.txt - Instance 5,50,15,1000,0.3,0.8,20,0.995,500.0,0.1,100,4978,4204,7.520501375198364
tai50_15.txt - Instance 6,50,15,1000,0.3,0.8,20,0.995,500.0,0.1,100,4525,4080,8.418245792388916
tai50_15.txt - Instance 7,50,15,1000,0.3,0.8,20,0.995,500.0,0.1,100,4595,4154,7.685409784317017
tai50_15.txt - Instance 8,50,15,1000,0.3,0.8,20,0.995,500.0,0.1,100,4380,4032,7.9945807456970215
tai50_15.txt - Instance 9,50,15,1000,0.3,0.8,20,0.995,500.0,0.1,100,4220,4013,7.633470296859741
tai50_15.txt - Instance 10,50,15,1000,0.3,0.8,20,0.995,500.0,0.1,100,4471,3942,8.046445608139038
tai50_20.txt - Instance 1,50,20,1000,0.3,0.8,20,0.995,500.0,0.1,100,4577,4566,12.839868783950806
tai50_20.txt - Instance 2,50,20,1000,0.3,0.8,20,0.995,500.0,0.1,100,4642,4642,13.492335081100464
tai50_20.txt - Instance 3,50,20,1000,0.3,0.8,20,0.995,500.0,0.1,100,4210,4210,12.349452257156372
tai50_20.txt - Instance 4,50,20,1000,0.3,0.8,20,0.995,500.0,0.1,100,4377,4377,12.515400171279907
tai50_20.txt - Instance 5,50,20,1000,0.3,0.8,20,0.995,500.0,0.1,100,4536,4247,15.355194568634033
tai50_20.txt - Instance 6,50,20,1000,0.3,0.8,20,0.995,500.0,0.1,100,4944,4569,13.855592250823975
tai50_20.txt - Instance 7,50,20,1000,0.3,0.8,20,0.995,500.0,0.1,100,4906,4608,12.22049880027771
tai50_20.txt - Instance 8,50,20,1000,0.3,0.8,20,0.995,500.0,0.1,100,4539,4487,13.579641580581665
tai50_20.txt - Instance 9,50,20,1000,0.3,0.8,20,0.995,500.0,0.1,100,4651,4640,15.600616931915283
tai50_20.txt - Instance 10,50,20,1000,0.3,0.8,20,0.995,500.0,0.1,100,4879,4683,13.196258544921875
tai100_20.txt - Instance 1,100,20,1000,0.3,0.8,20,0.995,500.0,0.1,100,7968,7968,48.99037766456604
tai100_20.txt - Instance 2,100,20,1000,0.3,0.8,20,0.995,500.0,0.1,100,7575,7575,47.32963991165161
tai100_20.txt - Instance 3,100,20,1000,0.3,0.8,20,0.995,500.0,0.1,100,8170,8114,45.9404354095459
tai100_20.txt - Instance 4,100,20,1000,0.3,0.8,20,0.995,500.0,0.1,100,8034,7796,46.14091444015503
tai100_20.txt - Instance 5,100,20,1000,0.3,0.8,20,0.995,500.0,0.1,100,8433,7878,48.74901509284973
tai100_20.txt - Instance 6,100,20,1000,0.3,0.8,20,0.995,500.0,0.1,100,7820,7820,47.36086344718933
tai100_20.txt - Instance 7,100,20,1000,0.3,0.8,20,0.995,500.0,0.1,100,8304,7943,44.77096247673035
tai100_20.txt - Instance 8,100,20,1000,0.3,0.8,20,0.995,500.0,0.1,100,7910,7580,45.560022830963135
tai100_20.txt - Instance 9,100,20,1000,0.3,0.8,20,0.995,500.0,0.1,100,7843,7633,50.588624000549316
tai100_20.txt - Instance 10,100,20,1000,0.3,0.8,20,0.995,500.0,0.1,100,7869,7649,49.53011178970337
tai15_15.txt - Instance 1,15,15,1000,0.3,0.8,50,0.99,500.0,0.1,100,1865,1676,1.0301146507263184
tai15_15.txt - Instance 2,15,15,1000,0.3,0.8,50,0.99,500.0,0.1,100,1911,1734,1.4835875034332275
tai15_15.txt - Instance 3,15,15,1000,0.3,0.8,50,0.99,500.0,0.1,100,1942,1722,1.9464547634124756
tai15_15.txt - Instance 4,15,15,1000,0.3,0.8,50,0.99,500.0,0.1,100,1946,1619,1.590515375137329
tai15_15.txt - Instance 5,15,15,1000,0.3,0.8,50,0.99,500.0,0.1,100,1725,1716,1.3591675758361816
tai15_15.txt - Instance 6,15,15,1000,0.3,0.8,50,0.99,500.0,0.1,100,1739,1614,1.2078232765197754
tai15_15.txt - Instance 7,15,15,1000,0.3,0.8,50,0.99,500.0,0.1,100,1993,1677,1.2598075866699219
tai15_15.txt - Instance 8,15,15,1000,0.3,0.8,50,0.99,500.0,0.1,100,1904,1716,1.0750980377197266
tai15_15.txt - Instance 9,15,15,1000,0.3,0.8,50,0.99,500.0,0.1,100,2057,1766,1.5670909881591797
tai15_15.txt - Instance 10,15,15,1000,0.3,0.8,50,0.99,500.0,0.1,100,1808,1703,1.4470746517181396
tai20_15.txt - Instance 1,20,15,1000,0.3,0.8,50,0.99,500.0,0.1,100,2225,2026,2.300731658935547
tai20_15.txt - Instance 2,20,15,1000,0.3,0.8,50,0.99,500.0,0.1,100,2266,2089,1.758608341217041
tai20_15.txt - Instance 3,20,15,1000,0.3,0.8,50,0.99,500.0,0.1,100,2183,1979,1.9031410217285156
tai20_15.txt - Instance 4,20,15,1000,0.3,0.8,50,0.99,500.0,0.1,100,2278,1923,1.6867389678955078
tai20_15.txt - Instance 5,20,15,1000,0.3,0.8,50,0.99,500.0,0.1,100,2335,1982,1.8651952743530273
tai20_15.txt - Instance 6,20,15,1000,0.3,0.8,50,0.99,500.0,0.1,100,2089,2052,2.1280765533447266
tai20_15.txt - Instance 7,20,15,1000,0.3,0.8,50,0.99,500.0,0.1,100,2112,2072,1.9314098358154297
tai20_15.txt - Instance 8,20,15,1000,0.3,0.8,50,0.99,500.0,0.1,100,2197,2033,2.15478777885437
tai20_15.txt - Instance 9,20,15,1000,0.3,0.8,50,0.99,500.0,0.1,100,2123,2026,1.8160803318023682
tai20_15.txt - Instance 10,20,15,1000,0.3,0.8,50,0.99,500.0,0.1,100,1910,1910,1.6996212005615234
tai20_20.txt - Instance 1,20,20,1000,0.3,0.8,50,0.99,500.0,0.1,100,2679,2445,3.684079885482788
tai20_20.txt - Instance 2,20,20,1000,0.3,0.8,50,0.99,500.0,0.1,100,2519,2419,2.8352584838867188
tai20_20.txt - Instance 3,20,20,1000,0.3,0.8,50,0.99,500.0,0.1,100,2449,2329,2.978454351425171
tai20_20.txt - Instance 4,20,20,1000,0.3,0.8,50,0.99,500.0,0.1,100,2773,2484,3.3972675800323486
tai20_20.txt - Instance 5,20,20,1000,0.3,0.8,50,0.99,500.0,0.1,100,2679,2438,3.2432937622070312
tai20_20.txt - Instance 6,20,20,1000,0.3,0.8,50,0.99,500.0,0.1,100,2297,2297,2.8950002193450928
tai20_20.txt - Instance 7,20,20,1000,0.3,0.8,50,0.99,500.0,0.1,100,2870,2605,3.208081007003784
tai20_20.txt - Instance 8,20,20,1000,0.3,0.8,50,0.99,500.0,0.1,100,2621,2370,2.9199864864349365
