Instance,n_jobs,n_machines,p_iterations,p_pct,p_lambda,p_tabootenure,p_cooling_r,p_max_iters_nomejor,Initial Makespan,Optimized Makespan,Time (s)
tai20_20.txt - Instance 6,20,20,1000,0.1,0.1,10,0.9,10,2297,2297,4.489418029785156
tai20_20.txt - Instance 7,20,20,1000,0.1,0.1,10,0.9,10,2870,2565,4.87054443359375
tai20_20.txt - Instance 8,20,20,1000,0.1,0.1,10,0.9,10,2621,2621,4.426740407943726
tai20_20.txt - Instance 9,20,20,1000,0.1,0.1,10,0.9,10,2689,2506,4.724727392196655
tai20_20.txt - Instance 10,20,20,1000,0.1,0.1,10,0.9,10,2691,2489,4.846930027008057
tai30_15.txt - Instance 1,30,15,1000,0.1,0.1,10,0.9,10,3120,2742,5.0482776165008545
tai30_15.txt - Instance 2,30,15,1000,0.1,0.1,10,0.9,10,3071,2842,5.103804111480713
tai30_15.txt - Instance 3,30,15,1000,0.1,0.1,10,0.9,10,2795,2795,4.258876800537109
tai30_15.txt - Instance 4,30,15,1000,0.1,0.1,10,0.9,10,3068,2764,4.709482908248901
tai30_15.txt - Instance 5,30,15,1000,0.1,0.1,10,0.9,10,3114,2776,4.738895893096924
tai30_15.txt - Instance 6,30,15,1000,0.1,0.1,10,0.9,10,2967,2840,4.8730432987213135
tai30_15.txt - Instance 7,30,15,1000,0.1,0.1,10,0.9,10,3144,2735,5.097645282745361
tai30_15.txt - Instance 8,30,15,1000,0.1,0.1,10,0.9,10,2463,2463,5.021520376205444
tai30_15.txt - Instance 9,30,15,1000,0.1,0.1,10,0.9,10,3175,3175,4.754867076873779
tai30_15.txt - Instance 10,30,15,1000,0.1,0.1,10,0.9,10,2940,2659,4.461721658706665
tai30_20.txt - Instance 1,30,20,1000,0.1,0.1,10,0.9,10,3166,3166,7.8763628005981445
tai30_20.txt - Instance 2,30,20,1000,0.1,0.1,10,0.9,10,3411,3091,7.937395095825195
tai30_20.txt - Instance 3,30,20,1000,0.1,0.1,10,0.9,10,3220,3220,8.075683355331421
tai30_20.txt - Instance 4,30,20,1000,0.1,0.1,10,0.9,10,3337,3203,8.173290014266968
tai30_20.txt - Instance 5,30,20,1000,0.1,0.1,10,0.9,10,3360,3186,7.983111143112183
tai30_20.txt - Instance 6,30,20,1000,0.1,0.1,10,0.9,10,3326,3230,7.910746097564697
tai30_20.txt - Instance 7,30,20,1000,0.1,0.1,10,0.9,10,3050,3050,8.505570888519287
tai30_20.txt - Instance 8,30,20,1000,0.1,0.1,10,0.9,10,3452,3164,8.018527269363403
tai30_20.txt - Instance 9,30,20,1000,0.1,0.1,10,0.9,10,3207,3196,8.820493936538696
tai30_20.txt - Instance 10,30,20,1000,0.1,0.1,10,0.9,10,3044,3044,8.080517530441284
tai50_15.txt - Instance 1,50,15,1000,0.1,0.1,10,0.9,10,4468,4258,12.029489278793335
tai50_15.txt - Instance 2,50,15,1000,0.1,0.1,10,0.9,10,4474,4112,11.090681552886963
tai50_15.txt - Instance 3,50,15,1000,0.1,0.1,10,0.9,10,3830,3803,10.42300820350647
tai50_15.txt - Instance 4,50,15,1000,0.1,0.1,10,0.9,10,4362,3895,10.57843565940857
tai50_15.txt - Instance 5,50,15,1000,0.1,0.1,10,0.9,10,4978,3956,11.031592845916748
tai50_15.txt - Instance 6,50,15,1000,0.1,0.1,10,0.9,10,4525,4265,11.519576787948608
tai50_15.txt - Instance 7,50,15,1000,0.1,0.1,10,0.9,10,4595,4167,10.845469236373901
tai50_15.txt - Instance 8,50,15,1000,0.1,0.1,10,0.9,10,4380,4080,11.571337938308716
tai50_15.txt - Instance 9,50,15,1000,0.1,0.1,10,0.9,10,4220,3927,11.118104219436646
tai50_15.txt - Instance 10,50,15,1000,0.1,0.1,10,0.9,10,4471,3962,10.882493257522583
tai50_20.txt - Instance 1,50,20,1000,0.1,0.1,10,0.9,10,4577,4577,18.50001883506775
tai50_20.txt - Instance 2,50,20,1000,0.1,0.1,10,0.9,10,4642,4642,17.451834440231323
tai50_20.txt - Instance 3,50,20,1000,0.1,0.1,10,0.9,10,4210,4210,19.228710412979126
tai50_20.txt - Instance 4,50,20,1000,0.1,0.1,10,0.9,10,4377,4356,19.60572648048401
tai50_20.txt - Instance 5,50,20,1000,0.1,0.1,10,0.9,10,4536,4452,17.866044521331787
tai50_20.txt - Instance 6,50,20,1000,0.1,0.1,10,0.9,10,4944,4430,19.164238929748535
tai50_20.txt - Instance 7,50,20,1000,0.1,0.1,10,0.9,10,4906,4660,19.757985830307007
tai50_20.txt - Instance 8,50,20,1000,0.1,0.1,10,0.9,10,4539,4456,20.76466655731201
tai50_20.txt - Instance 9,50,20,1000,0.1,0.1,10,0.9,10,4651,4651,19.059143781661987
tai50_20.txt - Instance 10,50,20,1000,0.1,0.1,10,0.9,10,4879,4559,18.03588318824768
tai100_20.txt - Instance 1,100,20,1000,0.1,0.1,10,0.9,10,7968,7968,57.4677369594574
tai100_20.txt - Instance 2,100,20,1000,0.1,0.1,10,0.9,10,7575,7490,61.892396450042725
tai100_20.txt - Instance 3,100,20,1000,0.1,0.1,10,0.9,10,8170,7876,63.658504247665405
tai100_20.txt - Instance 4,100,20,1000,0.1,0.1,10,0.9,10,8034,7847,60.94822311401367
tai100_20.txt - Instance 5,100,20,1000,0.1,0.1,10,0.9,10,8433,7863,60.632431745529175
tai100_20.txt - Instance 6,100,20,1000,0.1,0.1,10,0.9,10,7820,7681,59.453460693359375
tai100_20.txt - Instance 7,100,20,1000,0.1,0.1,10,0.9,10,8304,8028,60.01378083229065
tai100_20.txt - Instance 8,100,20,1000,0.1,0.1,10,0.9,10,7910,7707,60.709803104400635
tai100_20.txt - Instance 9,100,20,1000,0.1,0.1,10,0.9,10,7843,7688,59.25379467010498
tai100_20.txt - Instance 10,100,20,1000,0.1,0.1,10,0.9,10,7869,7487,61.541571855545044
