Instance,n_jobs,n_machines,p_iterations,p_pct,p_lambda,p_tabootenure,p_cooling_r,p_max_iters_nomejor,Initial Makespan,Optimized Makespan,Time (s)
tai20_20.txt - Instance 2,20,20,1000,0.2,0.01,10,0.9,10,2519,2469,4.797632694244385
tai20_20.txt - Instance 3,20,20,1000,0.2,0.01,10,0.9,10,2449,2419,4.737227916717529
tai20_20.txt - Instance 4,20,20,1000,0.2,0.01,10,0.9,10,2773,2471,5.558148384094238
tai20_20.txt - Instance 5,20,20,1000,0.2,0.01,10,0.9,10,2679,2414,4.940850019454956
tai20_20.txt - Instance 6,20,20,1000,0.2,0.01,10,0.9,10,2297,2297,4.790193796157837
tai20_20.txt - Instance 7,20,20,1000,0.2,0.01,10,0.9,10,2870,2522,4.686702251434326
tai20_20.txt - Instance 8,20,20,1000,0.2,0.01,10,0.9,10,2621,2516,4.881485223770142
tai20_20.txt - Instance 9,20,20,1000,0.2,0.01,10,0.9,10,2689,2511,4.33078670501709
tai20_20.txt - Instance 10,20,20,1000,0.2,0.01,10,0.9,10,2691,2585,4.581343650817871
tai30_15.txt - Instance 1,30,15,1000,0.2,0.01,10,0.9,10,3120,2736,5.721244812011719
tai30_15.txt - Instance 2,30,15,1000,0.2,0.01,10,0.9,10,3071,2865,8.534388065338135
tai30_15.txt - Instance 3,30,15,1000,0.2,0.01,10,0.9,10,2795,2795,11.485421419143677
tai30_15.txt - Instance 4,30,15,1000,0.2,0.01,10,0.9,10,3068,2834,34.502448081970215
tai30_15.txt - Instance 5,30,15,1000,0.2,0.01,10,0.9,10,3114,2777,14.222388982772827
tai30_15.txt - Instance 6,30,15,1000,0.2,0.01,10,0.9,10,2967,2853,6.231281995773315
tai30_15.txt - Instance 7,30,15,1000,0.2,0.01,10,0.9,10,3144,2784,6.325721263885498
tai30_15.txt - Instance 8,30,15,1000,0.2,0.01,10,0.9,10,2463,2463,5.888734340667725
tai30_15.txt - Instance 9,30,15,1000,0.2,0.01,10,0.9,10,3175,2781,5.851626634597778
tai30_15.txt - Instance 10,30,15,1000,0.2,0.01,10,0.9,10,2940,2609,5.344811201095581
tai30_20.txt - Instance 1,30,20,1000,0.2,0.01,10,0.9,10,3166,3166,7.836650609970093
tai30_20.txt - Instance 2,30,20,1000,0.2,0.01,10,0.9,10,3411,3287,8.061371326446533
tai30_20.txt - Instance 3,30,20,1000,0.2,0.01,10,0.9,10,3220,3187,8.050166368484497
tai30_20.txt - Instance 4,30,20,1000,0.2,0.01,10,0.9,10,3337,3229,8.66571569442749
tai30_20.txt - Instance 5,30,20,1000,0.2,0.01,10,0.9,10,3360,3228,7.939773797988892
tai30_20.txt - Instance 6,30,20,1000,0.2,0.01,10,0.9,10,3326,3311,8.337377071380615
tai30_20.txt - Instance 7,30,20,1000,0.2,0.01,10,0.9,10,3050,3050,7.8248231410980225
tai30_20.txt - Instance 8,30,20,1000,0.2,0.01,10,0.9,10,3452,3334,8.089051485061646
tai30_20.txt - Instance 9,30,20,1000,0.2,0.01,10,0.9,10,3207,3087,7.989814519882202
tai30_20.txt - Instance 10,30,20,1000,0.2,0.01,10,0.9,10,3044,3044,8.17733359336853
tai50_15.txt - Instance 1,50,15,1000,0.2,0.01,10,0.9,10,4468,4430,11.512381315231323
tai50_15.txt - Instance 2,50,15,1000,0.2,0.01,10,0.9,10,4474,4160,11.346720933914185
tai50_15.txt - Instance 3,50,15,1000,0.2,0.01,10,0.9,10,3830,3830,10.839263677597046
tai50_15.txt - Instance 4,50,15,1000,0.2,0.01,10,0.9,10,4362,4068,10.407321691513062
tai50_15.txt - Instance 5,50,15,1000,0.2,0.01,10,0.9,10,4978,4128,11.146410465240479
tai50_15.txt - Instance 6,50,15,1000,0.2,0.01,10,0.9,10,4525,4218,10.860342025756836
tai50_15.txt - Instance 7,50,15,1000,0.2,0.01,10,0.9,10,4595,4186,11.33445405960083
tai50_15.txt - Instance 8,50,15,1000,0.2,0.01,10,0.9,10,4380,4247,10.650134086608887
tai50_15.txt - Instance 9,50,15,1000,0.2,0.01,10,0.9,10,4220,4114,12.515870094299316
tai50_15.txt - Instance 10,50,15,1000,0.2,0.01,10,0.9,10,4471,4021,12.126378774642944
tai50_20.txt - Instance 1,50,20,1000,0.2,0.01,10,0.9,10,4577,4577,20.35640025138855
tai50_20.txt - Instance 2,50,20,1000,0.2,0.01,10,0.9,10,4642,4642,19.62157893180847
tai50_20.txt - Instance 3,50,20,1000,0.2,0.01,10,0.9,10,4210,4210,20.266388654708862
tai50_20.txt - Instance 4,50,20,1000,0.2,0.01,10,0.9,10,4377,4377,18.472477436065674
tai50_20.txt - Instance 5,50,20,1000,0.2,0.01,10,0.9,10,4536,4536,19.394744873046875
tai50_20.txt - Instance 6,50,20,1000,0.2,0.01,10,0.9,10,4944,4553,19.803839921951294
tai50_20.txt - Instance 7,50,20,1000,0.2,0.01,10,0.9,10,4906,4669,55.43601107597351
tai50_20.txt - Instance 8,50,20,1000,0.2,0.01,10,0.9,10,4539,4429,47.03587985038757
tai50_20.txt - Instance 9,50,20,1000,0.2,0.01,10,0.9,10,4651,4647,20.252497911453247
tai50_20.txt - Instance 10,50,20,1000,0.2,0.01,10,0.9,10,4879,4642,18.95347285270691
tai100_20.txt - Instance 1,100,20,1000,0.2,0.01,10,0.9,10,7968,7968,59.41363000869751
tai100_20.txt - Instance 2,100,20,1000,0.2,0.01,10,0.9,10,7575,7575,127.1688940525055
tai100_20.txt - Instance 3,100,20,1000,0.2,0.01,10,0.9,10,8170,8170,146.633891582489
tai100_20.txt - Instance 4,100,20,1000,0.2,0.01,10,0.9,10,8034,7819,65.80553483963013
tai100_20.txt - Instance 5,100,20,1000,0.2,0.01,10,0.9,10,8433,7945,74.6276707649231
tai100_20.txt - Instance 6,100,20,1000,0.2,0.01,10,0.9,10,7820,7820,64.8460340499878
tai100_20.txt - Instance 7,100,20,1000,0.2,0.01,10,0.9,10,8304,7942,67.09843015670776
tai100_20.txt - Instance 8,100,20,1000,0.2,0.01,10,0.9,10,7910,7716,62.475096702575684
tai100_20.txt - Instance 9,100,20,1000,0.2,0.01,10,0.9,10,7843,7803,63.47264504432678
tai100_20.txt - Instance 10,100,20,1000,0.2,0.01,10,0.9,10,7869,7840,89.06830286979675
tai15_15.txt - Instance 1,15,15,1000,0.2,0.1,10,0.9,10,1865,1684,2.332667350769043
tai15_15.txt - Instance 2,15,15,1000,0.2,0.1,10,0.9,10,1911,1662,1.9379000663757324
tai15_15.txt - Instance 3,15,15,1000,0.2,0.1,10,0.9,10,1942,1922,2.0248758792877197
tai15_15.txt - Instance 4,15,15,1000,0.2,0.1,10,0.9,10,1946,1828,1.656447410583496
tai15_15.txt - Instance 5,15,15,1000,0.2,0.1,10,0.9,10,1725,1725,1.7597930431365967
tai15_15.txt - Instance 6,15,15,1000,0.2,0.1,10,0.9,10,1739,1662,1.8076865673065186
tai15_15.txt - Instance 7,15,15,1000,0.2,0.1,10,0.9,10,1993,1674,1.761549711227417
tai15_15.txt - Instance 8,15,15,1000,0.2,0.1,10,0.9,10,1904,1734,1.7338426113128662
tai15_15.txt - Instance 9,15,15,1000,0.2,0.1,10,0.9,10,2057,1776,2.0455985069274902
tai15_15.txt - Instance 10,15,15,1000,0.2,0.1,10,0.9,10,1808,1695,2.1684319972991943
tai20_15.txt - Instance 1,20,15,1000,0.2,0.1,10,0.9,10,2225,2225,3.7077248096466064
tai20_15.txt - Instance 2,20,15,1000,0.2,0.1,10,0.9,10,2266,2088,2.314526319503784
tai20_15.txt - Instance 3,20,15,1000,0.2,0.1,10,0.9,10,2183,2037,2.9060630798339844
tai20_15.txt - Instance 4,20,15,1000,0.2,0.1,10,0.9,10,2278,1938,2.8675031661987305
tai20_15.txt - Instance 5,20,15,1000,0.2,0.1,10,0.9,10,2335,2190,4.028671741485596
tai20_15.txt - Instance 6,20,15,1000,0.2,0.1,10,0.9,10,2089,2041,2.5734331607818604
tai20_15.txt - Instance 7,20,15,1000,0.2,0.1,10,0.9,10,2112,2112,3.0031778812408447
tai20_15.txt - Instance 8,20,15,1000,0.2,0.1,10,0.9,10,2197,2031,2.785855770111084
tai20_15.txt - Instance 9,20,15,1000,0.2,0.1,10,0.9,10,2123,2077,2.7785468101501465
tai20_15.txt - Instance 10,20,15,1000,0.2,0.1,10,0.9,10,1910,1910,3.164449453353882
tai20_20.txt - Instance 1,20,20,1000,0.2,0.1,10,0.9,10,2679,2560,5.021412134170532
tai20_20.txt - Instance 2,20,20,1000,0.2,0.1,10,0.9,10,2519,2467,4.461752414703369
tai20_20.txt - Instance 3,20,20,1000,0.2,0.1,10,0.9,10,2449,2389,4.37788724899292
tai20_20.txt - Instance 4,20,20,1000,0.2,0.1,10,0.9,10,2773,2387,4.895837306976318
tai20_20.txt - Instance 5,20,20,1000,0.2,0.1,10,0.9,10,2679,2470,4.944242000579834
tai20_20.txt - Instance 6,20,20,1000,0.2,0.1,10,0.9,10,2297,2297,5.32963752746582
tai20_20.txt - Instance 7,20,20,1000,0.2,0.1,10,0.9,10,2870,2605,5.100401163101196
tai20_20.txt - Instance 8,20,20,1000,0.2,0.1,10,0.9,10,2621,2415,4.683229446411133
tai20_20.txt - Instance 9,20,20,1000,0.2,0.1,10,0.9,10,2689,2493,5.233140230178833
tai20_20.txt - Instance 10,20,20,1000,0.2,0.1,10,0.9,10,2691,2436,5.469536304473877
tai30_15.txt - Instance 1,30,15,1000,0.2,0.1,10,0.9,10,3120,2733,5.187218427658081
tai30_15.txt - Instance 2,30,15,1000,0.2,0.1,10,0.9,10,3071,2900,5.723576307296753
tai30_15.txt - Instance 3,30,15,1000,0.2,0.1,10,0.9,10,2795,2795,5.253525972366333
tai30_15.txt - Instance 4,30,15,1000,0.2,0.1,10,0.9,10,3068,2812,5.173192262649536
tai30_15.txt - Instance 5,30,15,1000,0.2,0.1,10,0.9,10,3114,2853,4.926067352294922
tai30_15.txt - Instance 6,30,15,1000,0.2,0.1,10,0.9,10,2967,2967,5.517049074172974
tai30_15.txt - Instance 7,30,15,1000,0.2,0.1,10,0.9,10,3144,2809,4.9300537109375
tai30_15.txt - Instance 8,30,15,1000,0.2,0.1,10,0.9,10,2463,2463,4.979504585266113
tai30_15.txt - Instance 9,30,15,1000,0.2,0.1,10,0.9,10,3175,2643,5.761948823928833
tai30_15.txt - Instance 10,30,15,1000,0.2,0.1,10,0.9,10,2940,2650,5.675491094589233
tai30_20.txt - Instance 1,30,20,1000,0.2,0.1,10,0.9,10,3166,3166,8.318173170089722
tai30_20.txt - Instance 2,30,20,1000,0.2,0.1,10,0.9,10,3411,3169,8.268343210220337
tai30_20.txt - Instance 3,30,20,1000,0.2,0.1,10,0.9,10,3220,3146,8.39208197593689
tai30_20.txt - Instance 4,30,20,1000,0.2,0.1,10,0.9,10,3337,3129,8.382478475570679
tai30_20.txt - Instance 5,30,20,1000,0.2,0.1,10,0.9,10,3360,3318,8.227909564971924
tai30_20.txt - Instance 6,30,20,1000,0.2,0.1,10,0.9,10,3326,3175,7.74197244644165
tai30_20.txt - Instance 7,30,20,1000,0.2,0.1,10,0.9,10,3050,3050,7.955618143081665
tai30_20.txt - Instance 8,30,20,1000,0.2,0.1,10,0.9,10,3452,3194,8.414656400680542
tai30_20.txt - Instance 9,30,20,1000,0.2,0.1,10,0.9,10,3207,3142,8.049636840820312
tai30_20.txt - Instance 10,30,20,1000,0.2,0.1,10,0.9,10,3044,3044,8.835402488708496
tai50_15.txt - Instance 1,50,15,1000,0.2,0.1,10,0.9,10,4468,4292,11.678486824035645
tai50_15.txt - Instance 2,50,15,1000,0.2,0.1,10,0.9,10,4474,4154,12.555247783660889
tai50_15.txt - Instance 3,50,15,1000,0.2,0.1,10,0.9,10,3830,3830,11.006762027740479
tai50_15.txt - Instance 4,50,15,1000,0.2,0.1,10,0.9,10,4362,3946,11.41637921333313
tai50_15.txt - Instance 5,50,15,1000,0.2,0.1,10,0.9,10,4978,4038,12.07076644897461
tai50_15.txt - Instance 6,50,15,1000,0.2,0.1,10,0.9,10,4525,4075,10.384904146194458
tai50_15.txt - Instance 7,50,15,1000,0.2,0.1,10,0.9,10,4595,4168,11.62914490699768
tai50_15.txt - Instance 8,50,15,1000,0.2,0.1,10,0.9,10,4380,4167,11.420548915863037
tai50_15.txt - Instance 9,50,15,1000,0.2,0.1,10,0.9,10,4220,4016,10.571601867675781
tai50_15.txt - Instance 10,50,15,1000,0.2,0.1,10,0.9,10,4471,4209,11.244383573532104
tai50_20.txt - Instance 1,50,20,1000,0.2,0.1,10,0.9,10,4577,4577,18.608652591705322
tai50_20.txt - Instance 2,50,20,1000,0.2,0.1,10,0.9,10,4642,4642,18.334119081497192
tai50_20.txt - Instance 3,50,20,1000,0.2,0.1,10,0.9,10,4210,4210,18.876129150390625
tai50_20.txt - Instance 4,50,20,1000,0.2,0.1,10,0.9,10,4377,4377,19.23323678970337
tai50_20.txt - Instance 5,50,20,1000,0.2,0.1,10,0.9,10,4536,4503,19.540316343307495
tai50_20.txt - Instance 6,50,20,1000,0.2,0.1,10,0.9,10,4944,4407,19.742811918258667
tai50_20.txt - Instance 7,50,20,1000,0.2,0.1,10,0.9,10,4906,4628,19.802761554718018
tai50_20.txt - Instance 8,50,20,1000,0.2,0.1,10,0.9,10,4539,4335,20.71606731414795
tai50_20.txt - Instance 9,50,20,1000,0.2,0.1,10,0.9,10,4651,4651,22.021825313568115
tai50_20.txt - Instance 10,50,20,1000,0.2,0.1,10,0.9,10,4879,4592,19.4561128616333
tai100_20.txt - Instance 1,100,20,1000,0.2,0.1,10,0.9,10,7968,7968,64.99933815002441
tai100_20.txt - Instance 2,100,20,1000,0.2,0.1,10,0.9,10,7575,7575,68.32497787475586
tai100_20.txt - Instance 3,100,20,1000,0.2,0.1,10,0.9,10,8170,8170,58.10630226135254
tai100_20.txt - Instance 4,100,20,1000,0.2,0.1,10,0.9,10,8034,7765,66.19710516929626
tai100_20.txt - Instance 5,100,20,1000,0.2,0.1,10,0.9,10,8433,8433,58.64183807373047
tai100_20.txt - Instance 6,100,20,1000,0.2,0.1,10,0.9,10,7820,7820,62.19718790054321
tai100_20.txt - Instance 7,100,20,1000,0.2,0.1,10,0.9,10,8304,7719,63.0194456577301
tai100_20.txt - Instance 8,100,20,1000,0.2,0.1,10,0.9,10,7910,7784,63.55333471298218
tai100_20.txt - Instance 9,100,20,1000,0.2,0.1,10,0.9,10,7843,7619,63.918646812438965
tai100_20.txt - Instance 10,100,20,1000,0.2,0.1,10,0.9,10,7869,7555,61.94271421432495
tai15_15.txt - Instance 1,15,15,1000,0.1,0.01,10,0.9,10,1865,1738,1.7156376838684082
tai15_15.txt - Instance 2,15,15,1000,0.1,0.01,10,0.9,10,1911,1630,2.0092039108276367
tai15_15.txt - Instance 3,15,15,1000,0.1,0.01,10,0.9,10,1942,1795,2.043689727783203
tai15_15.txt - Instance 4,15,15,1000,0.1,0.01,10,0.9,10,1946,1764,1.7074272632598877
tai15_15.txt - Instance 5,15,15,1000,0.1,0.01,10,0.9,10,1725,1725,2.320467710494995
tai15_15.txt - Instance 6,15,15,1000,0.1,0.01,10,0.9,10,1739,1649,1.9303603172302246
tai15_15.txt - Instance 7,15,15,1000,0.1,0.01,10,0.9,10,1993,1802,2.1200084686279297
tai15_15.txt - Instance 8,15,15,1000,0.1,0.01,10,0.9,10,1904,1711,1.8840892314910889
tai15_15.txt - Instance 9,15,15,1000,0.1,0.01,10,0.9,10,2057,1935,2.103149652481079
tai15_15.txt - Instance 10,15,15,1000,0.1,0.01,10,0.9,10,1808,1755,1.915405511856079
tai20_15.txt - Instance 1,20,15,1000,0.1,0.01,10,0.9,10,2225,2044,2.838761806488037
tai20_15.txt - Instance 2,20,15,1000,0.1,0.01,10,0.9,10,2266,2031,2.877453327178955
tai20_15.txt - Instance 3,20,15,1000,0.1,0.01,10,0.9,10,2183,1990,2.880340814590454
tai20_15.txt - Instance 4,20,15,1000,0.1,0.01,10,0.9,10,2278,1964,2.8316895961761475
tai20_15.txt - Instance 5,20,15,1000,0.1,0.01,10,0.9,10,2335,2069,2.9263033866882324
tai20_15.txt - Instance 6,20,15,1000,0.1,0.01,10,0.9,10,2089,2034,2.713979721069336
tai20_15.txt - Instance 7,20,15,1000,0.1,0.01,10,0.9,10,2112,2112,3.4663796424865723
tai20_15.txt - Instance 8,20,15,1000,0.1,0.01,10,0.9,10,2197,2025,3.37404465675354
tai20_15.txt - Instance 9,20,15,1000,0.1,0.01,10,0.9,10,2123,2037,2.7922918796539307
tai20_15.txt - Instance 10,20,15,1000,0.1,0.01,10,0.9,10,1910,1910,2.845959186553955
tai20_20.txt - Instance 1,20,20,1000,0.1,0.01,10,0.9,10,2679,2473,4.038388967514038
tai20_20.txt - Instance 2,20,20,1000,0.1,0.01,10,0.9,10,2519,2477,4.373454332351685
tai20_20.txt - Instance 3,20,20,1000,0.1,0.01,10,0.9,10,2449,2334,4.698079586029053
tai20_20.txt - Instance 4,20,20,1000,0.1,0.01,10,0.9,10,2773,2439,4.412856578826904
tai20_20.txt - Instance 5,20,20,1000,0.1,0.01,10,0.9,10,2679,2485,4.852479696273804
tai20_20.txt - Instance 6,20,20,1000,0.1,0.01,10,0.9,10,2297,2297,4.870066404342651
tai20_20.txt - Instance 7,20,20,1000,0.1,0.01,10,0.9,10,2870,2624,4.400336980819702
tai20_20.txt - Instance 8,20,20,1000,0.1,0.01,10,0.9,10,2621,2425,4.58631443977356
tai20_20.txt - Instance 9,20,20,1000,0.1,0.01,10,0.9,10,2689,2503,4.701072692871094
tai20_20.txt - Instance 10,20,20,1000,0.1,0.01,10,0.9,10,2691,2365,4.479582786560059
tai30_15.txt - Instance 1,30,15,1000,0.1,0.01,10,0.9,10,3120,2631,4.820809602737427
tai30_15.txt - Instance 2,30,15,1000,0.1,0.01,10,0.9,10,3071,2832,4.8490283489227295
tai30_15.txt - Instance 3,30,15,1000,0.1,0.01,10,0.9,10,2795,2795,6.38663387298584
tai30_15.txt - Instance 4,30,15,1000,0.1,0.01,10,0.9,10,3068,2745,4.752122163772583
tai30_15.txt - Instance 5,30,15,1000,0.1,0.01,10,0.9,10,3114,2887,5.27679181098938
tai30_15.txt - Instance 6,30,15,1000,0.1,0.01,10,0.9,10,2967,2834,4.575172662734985
tai30_15.txt - Instance 7,30,15,1000,0.1,0.01,10,0.9,10,3144,2786,4.770808458328247
tai30_15.txt - Instance 8,30,15,1000,0.1,0.01,10,0.9,10,2463,2463,5.074392318725586
tai30_15.txt - Instance 9,30,15,1000,0.1,0.01,10,0.9,10,3175,2678,11.978673934936523
tai30_15.txt - Instance 10,30,15,1000,0.1,0.01,10,0.9,10,2940,2710,10.02971339225769
tai30_20.txt - Instance 1,30,20,1000,0.1,0.01,10,0.9,10,3166,3166,8.15946364402771
tai30_20.txt - Instance 2,30,20,1000,0.1,0.01,10,0.9,10,3411,3216,8.904179811477661
tai30_20.txt - Instance 3,30,20,1000,0.1,0.01,10,0.9,10,3220,3171,8.2743079662323
tai30_20.txt - Instance 4,30,20,1000,0.1,0.01,10,0.9,10,3337,3337,8.3734450340271
tai30_20.txt - Instance 5,30,20,1000,0.1,0.01,10,0.9,10,3360,3360,11.82030701637268
tai30_20.txt - Instance 6,30,20,1000,0.1,0.01,10,0.9,10,3326,3312,7.489109754562378
tai30_20.txt - Instance 7,30,20,1000,0.1,0.01,10,0.9,10,3050,3050,8.043959140777588
tai30_20.txt - Instance 8,30,20,1000,0.1,0.01,10,0.9,10,3452,3060,7.732906103134155
tai30_20.txt - Instance 9,30,20,1000,0.1,0.01,10,0.9,10,3207,3067,8.177783489227295
tai30_20.txt - Instance 10,30,20,1000,0.1,0.01,10,0.9,10,3044,2960,8.625520467758179
tai50_15.txt - Instance 1,50,15,1000,0.1,0.01,10,0.9,10,4468,4208,10.546319246292114
tai50_15.txt - Instance 2,50,15,1000,0.1,0.01,10,0.9,10,4474,4107,11.043111324310303
tai50_15.txt - Instance 3,50,15,1000,0.1,0.01,10,0.9,10,3830,3830,10.031678199768066
tai50_15.txt - Instance 4,50,15,1000,0.1,0.01,10,0.9,10,4362,4295,9.825037240982056
tai50_15.txt - Instance 5,50,15,1000,0.1,0.01,10,0.9,10,4978,4038,10.512521982192993
tai50_15.txt - Instance 6,50,15,1000,0.1,0.01,10,0.9,10,4525,4060,10.915560483932495
tai50_15.txt - Instance 7,50,15,1000,0.1,0.01,10,0.9,10,4595,4160,10.916575908660889
tai50_15.txt - Instance 8,50,15,1000,0.1,0.01,10,0.9,10,4380,4165,10.193345546722412
tai50_15.txt - Instance 9,50,15,1000,0.1,0.01,10,0.9,10,4220,4220,11.365252017974854
tai50_15.txt - Instance 10,50,15,1000,0.1,0.01,10,0.9,10,4471,4027,11.436343669891357
tai50_20.txt - Instance 1,50,20,1000,0.1,0.01,10,0.9,10,4577,4553,18.791294813156128
tai50_20.txt - Instance 2,50,20,1000,0.1,0.01,10,0.9,10,4642,4617,18.47299075126648
tai50_20.txt - Instance 3,50,20,1000,0.1,0.01,10,0.9,10,4210,4210,18.571895599365234
tai50_20.txt - Instance 4,50,20,1000,0.1,0.01,10,0.9,10,4377,4297,18.858217239379883
tai50_20.txt - Instance 5,50,20,1000,0.1,0.01,10,0.9,10,4536,4494,19.06627082824707
tai50_20.txt - Instance 6,50,20,1000,0.1,0.01,10,0.9,10,4944,4472,17.84515404701233
tai50_20.txt - Instance 7,50,20,1000,0.1,0.01,10,0.9,10,4906,4624,17.783446073532104
tai50_20.txt - Instance 8,50,20,1000,0.1,0.01,10,0.9,10,4539,4460,18.70971393585205
tai50_20.txt - Instance 9,50,20,1000,0.1,0.01,10,0.9,10,4651,4647,18.806824922561646
tai50_20.txt - Instance 10,50,20,1000,0.1,0.01,10,0.9,10,4879,4840,19.142349004745483
tai100_20.txt - Instance 1,100,20,1000,0.1,0.01,10,0.9,10,7968,7968,91.36293935775757
tai100_20.txt - Instance 2,100,20,1000,0.1,0.01,10,0.9,10,7575,7573,73.97813320159912
tai100_20.txt - Instance 3,100,20,1000,0.1,0.01,10,0.9,10,8170,8170,86.7799003124237
tai100_20.txt - Instance 4,100,20,1000,0.1,0.01,10,0.9,10,8034,7783,62.08020615577698
tai100_20.txt - Instance 5,100,20,1000,0.1,0.01,10,0.9,10,8433,7948,67.50349712371826
tai100_20.txt - Instance 6,100,20,1000,0.1,0.01,10,0.9,10,7820,7820,62.956785678863525
tai100_20.txt - Instance 7,100,20,1000,0.1,0.01,10,0.9,10,8304,7862,62.029569149017334
tai100_20.txt - Instance 8,100,20,1000,0.1,0.01,10,0.9,10,7910,7793,62.197442293167114
tai100_20.txt - Instance 9,100,20,1000,0.1,0.01,10,0.9,10,7843,7843,61.807907581329346
tai100_20.txt - Instance 10,100,20,1000,0.1,0.01,10,0.9,10,7869,7665,60.767871618270874
tai15_15.txt - Instance 1,15,15,1000,0.1,0.1,10,0.9,10,1865,1703,1.870589256286621
tai15_15.txt - Instance 2,15,15,1000,0.1,0.1,10,0.9,10,1911,1784,1.9283828735351562
tai15_15.txt - Instance 3,15,15,1000,0.1,0.1,10,0.9,10,1942,1670,1.7933385372161865
tai15_15.txt - Instance 4,15,15,1000,0.1,0.1,10,0.9,10,1946,1726,1.5969555377960205
tai15_15.txt - Instance 5,15,15,1000,0.1,0.1,10,0.9,10,1725,1725,1.836050271987915
tai15_15.txt - Instance 6,15,15,1000,0.1,0.1,10,0.9,10,1739,1739,2.1784467697143555
tai15_15.txt - Instance 7,15,15,1000,0.1,0.1,10,0.9,10,1993,1669,2.1785194873809814
tai15_15.txt - Instance 8,15,15,1000,0.1,0.1,10,0.9,10,1904,1679,2.1208832263946533
tai15_15.txt - Instance 9,15,15,1000,0.1,0.1,10,0.9,10,2057,1750,2.3455982208251953
tai15_15.txt - Instance 10,15,15,1000,0.1,0.1,10,0.9,10,1808,1768,1.613783359527588
tai20_15.txt - Instance 1,20,15,1000,0.1,0.1,10,0.9,10,2225,2059,2.8404366970062256
tai20_15.txt - Instance 2,20,15,1000,0.1,0.1,10,0.9,10,2266,2250,2.937164545059204
tai20_15.txt - Instance 3,20,15,1000,0.1,0.1,10,0.9,10,2183,2134,3.2886300086975098
tai20_15.txt - Instance 4,20,15,1000,0.1,0.1,10,0.9,10,2278,2166,3.963423252105713
tai20_15.txt - Instance 5,20,15,1000,0.1,0.1,10,0.9,10,2335,2093,2.8354742527008057
tai20_15.txt - Instance 6,20,15,1000,0.1,0.1,10,0.9,10,2089,2089,2.9167520999908447
tai20_15.txt - Instance 7,20,15,1000,0.1,0.1,10,0.9,10,2112,2112,2.5338170528411865
tai20_15.txt - Instance 8,20,15,1000,0.1,0.1,10,0.9,10,2197,1973,2.6205532550811768
tai20_15.txt - Instance 9,20,15,1000,0.1,0.1,10,0.9,10,2123,1971,3.1257526874542236
tai20_15.txt - Instance 10,20,15,1000,0.1,0.1,10,0.9,10,1910,1910,2.8709678649902344
tai20_20.txt - Instance 1,20,20,1000,0.1,0.1,10,0.9,10,2679,2487,4.4290173053741455
tai20_20.txt - Instance 2,20,20,1000,0.1,0.1,10,0.9,10,2519,2474,3.86482572555542
tai20_20.txt - Instance 3,20,20,1000,0.1,0.1,10,0.9,10,2449,2431,4.358699560165405
tai20_20.txt - Instance 4,20,20,1000,0.1,0.1,10,0.9,10,2773,2458,4.714808702468872
tai20_20.txt - Instance 5,20,20,1000,0.1,0.1,10,0.9,10,2679,2421,4.446795225143433
