Instance,n_jobs,n_machines,p_iterations,p_pct,p_lambda,p_tabootenure,p_cooling_r,p_initial_t,p_final_t,p_max_iters_nomejor,Initial Makespan,Optimized Makespan,Time (s)
tai20_20.txt - Instance 7,20,20,5000,0.3,0.8,50,0.995,500.0,0.1,100,2870,2450,11.23534107208252
tai20_20.txt - Instance 8,20,20,5000,0.3,0.8,50,0.995,500.0,0.1,100,2621,2332,11.474806547164917
tai20_20.txt - Instance 9,20,20,5000,0.3,0.8,50,0.995,500.0,0.1,100,2689,2421,12.12005352973938
tai20_20.txt - Instance 10,20,20,5000,0.3,0.8,50,0.995,500.0,0.1,100,2691,2393,11.043208837509155
tai30_15.txt - Instance 1,30,15,5000,0.3,0.8,50,0.995,500.0,0.1,100,3120,2611,13.903951644897461
tai30_15.txt - Instance 2,30,15,5000,0.3,0.8,50,0.995,500.0,0.1,100,3071,2726,12.996676206588745
tai30_15.txt - Instance 3,30,15,5000,0.3,0.8,50,0.995,500.0,0.1,100,2795,2795,12.939610481262207
tai30_15.txt - Instance 4,30,15,5000,0.3,0.8,50,0.995,500.0,0.1,100,3068,2823,13.826869487762451
tai30_15.txt - Instance 5,30,15,5000,0.3,0.8,50,0.995,500.0,0.1,100,3114,2748,12.606041193008423
tai30_15.txt - Instance 6,30,15,5000,0.3,0.8,50,0.995,500.0,0.1,100,2967,2792,13.195160865783691
tai30_15.txt - Instance 7,30,15,5000,0.3,0.8,50,0.995,500.0,0.1,100,3144,2702,13.923792839050293
tai30_15.txt - Instance 8,30,15,5000,0.3,0.8,50,0.995,500.0,0.1,100,2463,2463,12.910227537155151
tai30_15.txt - Instance 9,30,15,5000,0.3,0.8,50,0.995,500.0,0.1,100,3175,2522,12.75957989692688
tai30_15.txt - Instance 10,30,15,5000,0.3,0.8,50,0.995,500.0,0.1,100,2940,2462,12.840142011642456
tai30_20.txt - Instance 1,30,20,5000,0.3,0.8,50,0.995,500.0,0.1,100,3166,3166,21.740731239318848
tai30_20.txt - Instance 2,30,20,5000,0.3,0.8,50,0.995,500.0,0.1,100,3411,3108,22.231901168823242
tai30_20.txt - Instance 3,30,20,5000,0.3,0.8,50,0.995,500.0,0.1,100,3220,2922,22.31405758857727
tai30_20.txt - Instance 4,30,20,5000,0.3,0.8,50,0.995,500.0,0.1,100,3337,3232,21.72221279144287
tai30_20.txt - Instance 5,30,20,5000,0.3,0.8,50,0.995,500.0,0.1,100,3360,3117,21.117125511169434
tai30_20.txt - Instance 6,30,20,5000,0.3,0.8,50,0.995,500.0,0.1,100,3326,3326,21.781672954559326
tai30_20.txt - Instance 7,30,20,5000,0.3,0.8,50,0.995,500.0,0.1,100,3050,3044,22.365440368652344
tai30_20.txt - Instance 8,30,20,5000,0.3,0.8,50,0.995,500.0,0.1,100,3452,2910,21.095358848571777
tai30_20.txt - Instance 9,30,20,5000,0.3,0.8,50,0.995,500.0,0.1,100,3207,3059,21.168394565582275
tai30_20.txt - Instance 10,30,20,5000,0.3,0.8,50,0.995,500.0,0.1,100,3044,3039,21.140328884124756
tai50_15.txt - Instance 1,50,15,5000,0.3,0.8,50,0.995,500.0,0.1,100,4468,3962,30.874919176101685
tai50_15.txt - Instance 2,50,15,5000,0.3,0.8,50,0.995,500.0,0.1,100,4474,4034,29.85474991798401
tai50_15.txt - Instance 3,50,15,5000,0.3,0.8,50,0.995,500.0,0.1,100,3830,3783,31.3930766582489
tai50_15.txt - Instance 4,50,15,5000,0.3,0.8,50,0.995,500.0,0.1,100,4362,3903,30.20674443244934
tai50_15.txt - Instance 5,50,15,5000,0.3,0.8,50,0.995,500.0,0.1,100,4978,3944,30.27994728088379
tai50_15.txt - Instance 6,50,15,5000,0.3,0.8,50,0.995,500.0,0.1,100,4525,3898,29.675756692886353
tai50_15.txt - Instance 7,50,15,5000,0.3,0.8,50,0.995,500.0,0.1,100,4595,4002,38.1347336769104
tai50_15.txt - Instance 8,50,15,5000,0.3,0.8,50,0.995,500.0,0.1,100,4380,4091,66.59230899810791
tai50_15.txt - Instance 9,50,15,5000,0.3,0.8,50,0.995,500.0,0.1,100,4220,3772,66.05436205863953
tai50_15.txt - Instance 10,50,15,5000,0.3,0.8,50,0.995,500.0,0.1,100,4471,3811,62.62795662879944
tai50_20.txt - Instance 1,50,20,5000,0.3,0.8,50,0.995,500.0,0.1,100,4577,4577,111.91293573379517
tai50_20.txt - Instance 2,50,20,5000,0.3,0.8,50,0.995,500.0,0.1,100,4642,4520,113.46657657623291
tai50_20.txt - Instance 3,50,20,5000,0.3,0.8,50,0.995,500.0,0.1,100,4210,4210,116.02385878562927
tai50_20.txt - Instance 4,50,20,5000,0.3,0.8,50,0.995,500.0,0.1,100,4377,4249,117.28659725189209
tai50_20.txt - Instance 5,50,20,5000,0.3,0.8,50,0.995,500.0,0.1,100,4536,4345,117.07799887657166
tai50_20.txt - Instance 6,50,20,5000,0.3,0.8,50,0.995,500.0,0.1,100,4944,4512,92.30434155464172
tai50_20.txt - Instance 7,50,20,5000,0.3,0.8,50,0.995,500.0,0.1,100,4906,4465,63.250773668289185
tai50_20.txt - Instance 8,50,20,5000,0.3,0.8,50,0.995,500.0,0.1,100,4539,4425,72.54484844207764
tai50_20.txt - Instance 9,50,20,5000,0.3,0.8,50,0.995,500.0,0.1,100,4651,4572,66.85072922706604
tai50_20.txt - Instance 10,50,20,5000,0.3,0.8,50,0.995,500.0,0.1,100,4879,4464,75.82574415206909
tai100_20.txt - Instance 1,100,20,5000,0.3,0.8,50,0.995,500.0,0.1,100,7968,7968,355.33960580825806
tai100_20.txt - Instance 2,100,20,5000,0.3,0.8,50,0.995,500.0,0.1,100,7575,7575,316.7995431423187
tai100_20.txt - Instance 3,100,20,5000,0.3,0.8,50,0.995,500.0,0.1,100,8170,8170,233.2096848487854
tai100_20.txt - Instance 4,100,20,5000,0.3,0.8,50,0.995,500.0,0.1,100,8034,8034,222.16016292572021
tai100_20.txt - Instance 5,100,20,5000,0.3,0.8,50,0.995,500.0,0.1,100,8433,7850,236.72968220710754
tai100_20.txt - Instance 6,100,20,5000,0.3,0.8,50,0.995,500.0,0.1,100,7820,7579,233.16771936416626
tai100_20.txt - Instance 7,100,20,5000,0.3,0.8,50,0.995,500.0,0.1,100,8304,7784,266.44009256362915
tai100_20.txt - Instance 8,100,20,5000,0.3,0.8,50,0.995,500.0,0.1,100,7910,7825,236.39118909835815
tai100_20.txt - Instance 9,100,20,5000,0.3,0.8,50,0.995,500.0,0.1,100,7843,7557,250.14214444160461
tai100_20.txt - Instance 10,100,20,5000,0.3,0.8,50,0.995,500.0,0.1,100,7869,7503,252.80512833595276
