Instance,n_jobs,n_machines,p_iterations,p_pct,p_lambda,p_tabootenure,p_cooling_r,p_max_iters_nomejor,Initial Makespan,Optimized Makespan,Time (s)
tai30_20.txt - Instance 7,30,20,1000,0.3,0.9,50,1.01,50,3050,3050,4.899435520172119
tai30_20.txt - Instance 8,30,20,1000,0.3,0.9,50,1.01,50,3452,3136,4.858593702316284
tai30_20.txt - Instance 9,30,20,1000,0.3,0.9,50,1.01,50,3207,3136,5.040938854217529
tai30_20.txt - Instance 10,30,20,1000,0.3,0.9,50,1.01,50,3044,3044,4.899976015090942
tai50_15.txt - Instance 1,50,15,1000,0.3,0.9,50,1.01,50,4468,3970,6.900197744369507
tai50_15.txt - Instance 2,50,15,1000,0.3,0.9,50,1.01,50,4474,4246,6.632593154907227
tai50_15.txt - Instance 3,50,15,1000,0.3,0.9,50,1.01,50,3830,3830,6.616080284118652
tai50_15.txt - Instance 4,50,15,1000,0.3,0.9,50,1.01,50,4362,4069,6.784676790237427
tai50_15.txt - Instance 5,50,15,1000,0.3,0.9,50,1.01,50,4978,4026,6.5305516719818115
tai50_15.txt - Instance 6,50,15,1000,0.3,0.9,50,1.01,50,4525,4108,6.799970626831055
tai50_15.txt - Instance 7,50,15,1000,0.3,0.9,50,1.01,50,4595,4169,6.516472339630127
tai50_15.txt - Instance 8,50,15,1000,0.3,0.9,50,1.01,50,4380,4306,6.816436529159546
tai50_15.txt - Instance 9,50,15,1000,0.3,0.9,50,1.01,50,4220,4054,6.949537038803101
tai50_15.txt - Instance 10,50,15,1000,0.3,0.9,50,1.01,50,4471,3985,6.650155305862427
tai50_20.txt - Instance 1,50,20,1000,0.3,0.9,50,1.01,50,4577,4577,11.665918111801147
tai50_20.txt - Instance 2,50,20,1000,0.3,0.9,50,1.01,50,4642,4642,11.366488695144653
tai50_20.txt - Instance 3,50,20,1000,0.3,0.9,50,1.01,50,4210,4210,11.899491310119629
tai50_20.txt - Instance 4,50,20,1000,0.3,0.9,50,1.01,50,4377,4246,11.770292043685913
tai50_20.txt - Instance 5,50,20,1000,0.3,0.9,50,1.01,50,4536,4398,11.578639268875122
tai50_20.txt - Instance 6,50,20,1000,0.3,0.9,50,1.01,50,4944,4574,11.239963293075562
tai50_20.txt - Instance 7,50,20,1000,0.3,0.9,50,1.01,50,4906,4666,11.058627128601074
tai50_20.txt - Instance 8,50,20,1000,0.3,0.9,50,1.01,50,4539,4539,11.230745553970337
tai50_20.txt - Instance 9,50,20,1000,0.3,0.9,50,1.01,50,4651,4651,11.251460313796997
tai50_20.txt - Instance 10,50,20,1000,0.3,0.9,50,1.01,50,4879,4786,10.953261852264404
tai100_20.txt - Instance 1,100,20,1000,0.3,0.9,50,1.01,50,7968,7968,36.59883999824524
tai100_20.txt - Instance 2,100,20,1000,0.3,0.9,50,1.01,50,7575,7575,35.44561767578125
tai100_20.txt - Instance 3,100,20,1000,0.3,0.9,50,1.01,50,8170,8151,36.365384340286255
tai100_20.txt - Instance 4,100,20,1000,0.3,0.9,50,1.01,50,8034,7585,35.21717357635498
tai100_20.txt - Instance 5,100,20,1000,0.3,0.9,50,1.01,50,8433,8039,34.96347236633301
tai100_20.txt - Instance 6,100,20,1000,0.3,0.9,50,1.01,50,7820,7624,35.15908455848694
tai100_20.txt - Instance 7,100,20,1000,0.3,0.9,50,1.01,50,8304,7991,35.13929891586304
tai100_20.txt - Instance 8,100,20,1000,0.3,0.9,50,1.01,50,7910,7733,36.096906661987305
tai100_20.txt - Instance 9,100,20,1000,0.3,0.9,50,1.01,50,7843,7795,35.85914421081543
tai100_20.txt - Instance 10,100,20,1000,0.3,0.9,50,1.01,50,7869,7647,36.32047700881958
