Instance,n_jobs,n_machines,p_iterations,p_pct,p_lambda,p_tabootenure,p_cooling_r,p_max_iters_nomejor,Initial Makespan,Optimized Makespan,Time (s)
tai20_20.txt - Instance 5,20,20,1000,0.5,0.01,100,0.9,10,2679,2490,4.3697710037231445
tai20_20.txt - Instance 6,20,20,1000,0.5,0.01,100,0.9,10,2297,2297,3.950162887573242
tai20_20.txt - Instance 7,20,20,1000,0.5,0.01,100,0.9,10,2870,2681,5.262844085693359
tai20_20.txt - Instance 8,20,20,1000,0.5,0.01,100,0.9,10,2621,2492,5.662579298019409
tai20_20.txt - Instance 9,20,20,1000,0.5,0.01,100,0.9,10,2689,2497,5.13464879989624
tai20_20.txt - Instance 10,20,20,1000,0.5,0.01,100,0.9,10,2691,2527,4.823111057281494
tai30_15.txt - Instance 1,30,15,1000,0.5,0.01,100,0.9,10,3120,2679,5.389853239059448
tai30_15.txt - Instance 2,30,15,1000,0.5,0.01,100,0.9,10,3071,2892,7.081502199172974
tai30_15.txt - Instance 3,30,15,1000,0.5,0.01,100,0.9,10,2795,2795,6.518856525421143
tai30_15.txt - Instance 4,30,15,1000,0.5,0.01,100,0.9,10,3068,2891,6.029815673828125
tai30_15.txt - Instance 5,30,15,1000,0.5,0.01,100,0.9,10,3114,2857,5.225032806396484
tai30_15.txt - Instance 6,30,15,1000,0.5,0.01,100,0.9,10,2967,2778,5.412260055541992
tai30_15.txt - Instance 7,30,15,1000,0.5,0.01,100,0.9,10,3144,2819,6.601487159729004
tai30_15.txt - Instance 8,30,15,1000,0.5,0.01,100,0.9,10,2463,2463,6.604467391967773
tai30_15.txt - Instance 9,30,15,1000,0.5,0.01,100,0.9,10,3175,2748,5.869997978210449
tai30_15.txt - Instance 10,30,15,1000,0.5,0.01,100,0.9,10,2940,2658,5.24271559715271
tai30_20.txt - Instance 1,30,20,1000,0.5,0.01,100,0.9,10,3166,3166,9.081991195678711
tai30_20.txt - Instance 2,30,20,1000,0.5,0.01,100,0.9,10,3411,3157,8.999959945678711
tai30_20.txt - Instance 3,30,20,1000,0.5,0.01,100,0.9,10,3220,3171,9.86695384979248
tai30_20.txt - Instance 4,30,20,1000,0.5,0.01,100,0.9,10,3337,3281,7.793023109436035
tai30_20.txt - Instance 5,30,20,1000,0.5,0.01,100,0.9,10,3360,3250,9.050318479537964
tai30_20.txt - Instance 6,30,20,1000,0.5,0.01,100,0.9,10,3326,3326,13.304035425186157
tai30_20.txt - Instance 7,30,20,1000,0.5,0.01,100,0.9,10,3050,3050,7.131369352340698
tai30_20.txt - Instance 8,30,20,1000,0.5,0.01,100,0.9,10,3452,3295,11.338061332702637
tai30_20.txt - Instance 9,30,20,1000,0.5,0.01,100,0.9,10,3207,3127,9.310383319854736
tai30_20.txt - Instance 10,30,20,1000,0.5,0.01,100,0.9,10,3044,3044,9.578030109405518
tai50_15.txt - Instance 1,50,15,1000,0.5,0.01,100,0.9,10,4468,4112,12.708558082580566
tai50_15.txt - Instance 2,50,15,1000,0.5,0.01,100,0.9,10,4474,4112,12.734978914260864
tai50_15.txt - Instance 3,50,15,1000,0.5,0.01,100,0.9,10,3830,3830,11.77798080444336
tai50_15.txt - Instance 4,50,15,1000,0.5,0.01,100,0.9,10,4362,4050,12.66302752494812
tai50_15.txt - Instance 5,50,15,1000,0.5,0.01,100,0.9,10,4978,4133,14.214395761489868
tai50_15.txt - Instance 6,50,15,1000,0.5,0.01,100,0.9,10,4525,4177,14.445680141448975
tai50_15.txt - Instance 7,50,15,1000,0.5,0.01,100,0.9,10,4595,4026,9.799853801727295
tai50_15.txt - Instance 8,50,15,1000,0.5,0.01,100,0.9,10,4380,4333,12.462271451950073
tai50_15.txt - Instance 9,50,15,1000,0.5,0.01,100,0.9,10,4220,4110,13.35906720161438
tai50_15.txt - Instance 10,50,15,1000,0.5,0.01,100,0.9,10,4471,3951,12.45048713684082
tai50_20.txt - Instance 1,50,20,1000,0.5,0.01,100,0.9,10,4577,4577,20.127880573272705
tai50_20.txt - Instance 2,50,20,1000,0.5,0.01,100,0.9,10,4642,4642,21.9860737323761
tai50_20.txt - Instance 3,50,20,1000,0.5,0.01,100,0.9,10,4210,4210,21.697168111801147
tai50_20.txt - Instance 4,50,20,1000,0.5,0.01,100,0.9,10,4377,4312,20.914918422698975
tai50_20.txt - Instance 5,50,20,1000,0.5,0.01,100,0.9,10,4536,4373,20.74133014678955
tai50_20.txt - Instance 6,50,20,1000,0.5,0.01,100,0.9,10,4944,4501,22.33009171485901
tai50_20.txt - Instance 7,50,20,1000,0.5,0.01,100,0.9,10,4906,4701,17.818248510360718
tai50_20.txt - Instance 8,50,20,1000,0.5,0.01,100,0.9,10,4539,4487,19.456067085266113
tai50_20.txt - Instance 9,50,20,1000,0.5,0.01,100,0.9,10,4651,4651,23.347790241241455
tai50_20.txt - Instance 10,50,20,1000,0.5,0.01,100,0.9,10,4879,4674,20.756155014038086
tai100_20.txt - Instance 1,100,20,1000,0.5,0.01,100,0.9,10,7968,7968,70.98012566566467
tai100_20.txt - Instance 2,100,20,1000,0.5,0.01,100,0.9,10,7575,7575,74.76207995414734
tai100_20.txt - Instance 3,100,20,1000,0.5,0.01,100,0.9,10,8170,8072,66.40260171890259
tai100_20.txt - Instance 4,100,20,1000,0.5,0.01,100,0.9,10,8034,7732,66.76844882965088
tai100_20.txt - Instance 5,100,20,1000,0.5,0.01,100,0.9,10,8433,7912,71.28871154785156
tai100_20.txt - Instance 6,100,20,1000,0.5,0.01,100,0.9,10,7820,7820,65.31093287467957
tai100_20.txt - Instance 7,100,20,1000,0.5,0.01,100,0.9,10,8304,8011,71.21874976158142
tai100_20.txt - Instance 8,100,20,1000,0.5,0.01,100,0.9,10,7910,7821,67.59610223770142
tai100_20.txt - Instance 9,100,20,1000,0.5,0.01,100,0.9,10,7843,7727,72.04207491874695
tai100_20.txt - Instance 10,100,20,1000,0.5,0.01,100,0.9,10,7869,7767,60.39988160133362
