Instance,n_jobs,n_machines,p_iterations,p_pct,p_lambda,p_tabootenure,p_cooling_r,p_initial_t,p_final_t,p_max_iters_nomejor,Initial Makespan,Optimized Makespan,Time (s)
tai30_15.txt - Instance 6,30,15,10000,0.3,0.7,20,0.995,500.0,0.1,100,2967,2747,24.710816621780396
tai30_15.txt - Instance 7,30,15,10000,0.3,0.7,20,0.995,500.0,0.1,100,3144,2691,24.464205265045166
tai30_15.txt - Instance 8,30,15,10000,0.3,0.7,20,0.995,500.0,0.1,100,2463,2463,25.83649182319641
tai30_15.txt - Instance 9,30,15,10000,0.3,0.7,20,0.995,500.0,0.1,100,3175,2552,25.907740592956543
tai30_15.txt - Instance 10,30,15,10000,0.3,0.7,20,0.995,500.0,0.1,100,2940,2447,26.385480880737305
tai30_20.txt - Instance 1,30,20,10000,0.3,0.7,20,0.995,500.0,0.1,100,3166,3166,42.15070295333862
tai30_20.txt - Instance 2,30,20,10000,0.3,0.7,20,0.995,500.0,0.1,100,3411,3130,41.31254696846008
tai30_20.txt - Instance 3,30,20,10000,0.3,0.7,20,0.995,500.0,0.1,100,3220,2850,41.14377284049988
tai30_20.txt - Instance 4,30,20,10000,0.3,0.7,20,0.995,500.0,0.1,100,3337,3137,40.519920349121094
tai30_20.txt - Instance 5,30,20,10000,0.3,0.7,20,0.995,500.0,0.1,100,3360,2919,41.817232608795166
tai30_20.txt - Instance 6,30,20,10000,0.3,0.7,20,0.995,500.0,0.1,100,3326,3217,42.03204584121704
tai30_20.txt - Instance 7,30,20,10000,0.3,0.7,20,0.995,500.0,0.1,100,3050,2969,41.55475330352783
tai30_20.txt - Instance 8,30,20,10000,0.3,0.7,20,0.995,500.0,0.1,100,3452,3052,40.392574071884155
tai30_20.txt - Instance 9,30,20,10000,0.3,0.7,20,0.995,500.0,0.1,100,3207,3117,41.245351791381836
tai30_20.txt - Instance 10,30,20,10000,0.3,0.7,20,0.995,500.0,0.1,100,3044,3044,41.355632066726685
tai50_15.txt - Instance 1,50,15,10000,0.3,0.7,20,0.995,500.0,0.1,100,4468,4032,58.12340211868286
tai50_15.txt - Instance 2,50,15,10000,0.3,0.7,20,0.995,500.0,0.1,100,4474,3951,56.88995122909546
tai50_15.txt - Instance 3,50,15,10000,0.3,0.7,20,0.995,500.0,0.1,100,3830,3830,58.10825490951538
tai50_15.txt - Instance 4,50,15,10000,0.3,0.7,20,0.995,500.0,0.1,100,4362,3794,56.911816358566284
tai50_15.txt - Instance 5,50,15,10000,0.3,0.7,20,0.995,500.0,0.1,100,4978,3941,57.905938148498535
tai50_15.txt - Instance 6,50,15,10000,0.3,0.7,20,0.995,500.0,0.1,100,4525,3974,58.050638914108276
tai50_15.txt - Instance 7,50,15,10000,0.3,0.7,20,0.995,500.0,0.1,100,4595,4047,58.71998977661133
tai50_15.txt - Instance 8,50,15,10000,0.3,0.7,20,0.995,500.0,0.1,100,4380,4029,57.414329290390015
tai50_15.txt - Instance 9,50,15,10000,0.3,0.7,20,0.995,500.0,0.1,100,4220,3855,58.94776368141174
tai50_15.txt - Instance 10,50,15,10000,0.3,0.7,20,0.995,500.0,0.1,100,4471,3916,58.47828197479248
tai50_20.txt - Instance 1,50,20,10000,0.3,0.7,20,0.995,500.0,0.1,100,4577,4366,98.80100417137146
tai50_20.txt - Instance 2,50,20,10000,0.3,0.7,20,0.995,500.0,0.1,100,4642,4391,98.22145080566406
tai50_20.txt - Instance 3,50,20,10000,0.3,0.7,20,0.995,500.0,0.1,100,4210,4210,97.61270642280579
tai50_20.txt - Instance 4,50,20,10000,0.3,0.7,20,0.995,500.0,0.1,100,4377,4028,98.42489099502563
tai50_20.txt - Instance 5,50,20,10000,0.3,0.7,20,0.995,500.0,0.1,100,4536,4370,99.49273467063904
tai50_20.txt - Instance 6,50,20,10000,0.3,0.7,20,0.995,500.0,0.1,100,4944,4415,99.51075506210327
tai50_20.txt - Instance 7,50,20,10000,0.3,0.7,20,0.995,500.0,0.1,100,4906,4332,99.06930756568909
tai50_20.txt - Instance 8,50,20,10000,0.3,0.7,20,0.995,500.0,0.1,100,4539,4156,98.06277513504028
tai50_20.txt - Instance 9,50,20,10000,0.3,0.7,20,0.995,500.0,0.1,100,4651,4533,98.96581268310547
tai50_20.txt - Instance 10,50,20,10000,0.3,0.7,20,0.995,500.0,0.1,100,4879,4521,98.84330153465271
tai100_20.txt - Instance 1,100,20,10000,0.3,0.7,20,0.995,500.0,0.1,100,7968,7968,326.8358647823334
tai100_20.txt - Instance 2,100,20,10000,0.3,0.7,20,0.995,500.0,0.1,100,7575,7319,336.25072407722473
tai100_20.txt - Instance 3,100,20,10000,0.3,0.7,20,0.995,500.0,0.1,100,8170,7932,337.4204361438751
tai100_20.txt - Instance 4,100,20,10000,0.3,0.7,20,0.995,500.0,0.1,100,8034,7394,340.85352993011475
tai100_20.txt - Instance 5,100,20,10000,0.3,0.7,20,0.995,500.0,0.1,100,8433,7829,335.036012172699
tai100_20.txt - Instance 6,100,20,10000,0.3,0.7,20,0.995,500.0,0.1,100,7820,7820,330.9381413459778
tai100_20.txt - Instance 7,100,20,10000,0.3,0.7,20,0.995,500.0,0.1,100,8304,8304,325.0105435848236
tai100_20.txt - Instance 8,100,20,10000,0.3,0.7,20,0.995,500.0,0.1,100,7910,7516,340.5785346031189
tai100_20.txt - Instance 9,100,20,10000,0.3,0.7,20,0.995,500.0,0.1,100,7843,7514,336.3683638572693
tai100_20.txt - Instance 10,100,20,10000,0.3,0.7,20,0.995,500.0,0.1,100,7869,7380,338.90381836891174
