Instance,n_jobs,n_machines,p_iterations,p_pct,p_lambda,p_tabootenure,p_cooling_r,p_max_iters_nomejor,Initial Makespan,Optimized Makespan,Time (s)
tai30_15.txt - Instance 5,30,15,10000,0.2,0.01,100,0.9,10,3114,2718,56.28575801849365
tai30_15.txt - Instance 6,30,15,10000,0.2,0.01,100,0.9,10,2967,2767,54.210205078125
tai30_15.txt - Instance 7,30,15,10000,0.2,0.01,100,0.9,10,3144,2894,57.45993900299072
tai30_15.txt - Instance 8,30,15,10000,0.2,0.01,100,0.9,10,2463,2463,60.281333684921265
tai30_15.txt - Instance 9,30,15,10000,0.2,0.01,100,0.9,10,3175,2781,67.66512680053711
tai30_15.txt - Instance 10,30,15,10000,0.2,0.01,100,0.9,10,2940,2534,54.20518183708191
tai30_20.txt - Instance 1,30,20,10000,0.2,0.01,100,0.9,10,3166,3166,70.46900367736816
tai30_20.txt - Instance 2,30,20,10000,0.2,0.01,100,0.9,10,3411,3411,82.12436842918396
tai30_20.txt - Instance 3,30,20,10000,0.2,0.01,100,0.9,10,3220,3086,78.20891976356506
tai30_20.txt - Instance 4,30,20,10000,0.2,0.01,100,0.9,10,3337,3190,87.1993019580841
tai30_20.txt - Instance 5,30,20,10000,0.2,0.01,100,0.9,10,3360,3170,116.1860933303833
tai30_20.txt - Instance 6,30,20,10000,0.2,0.01,100,0.9,10,3326,3326,78.32774233818054
tai30_20.txt - Instance 7,30,20,10000,0.2,0.01,100,0.9,10,3050,3010,82.03464341163635
tai30_20.txt - Instance 8,30,20,10000,0.2,0.01,100,0.9,10,3452,3094,79.51965618133545
tai30_20.txt - Instance 9,30,20,10000,0.2,0.01,100,0.9,10,3207,3207,78.16352939605713
tai30_20.txt - Instance 10,30,20,10000,0.2,0.01,100,0.9,10,3044,3010,79.2855441570282
tai50_15.txt - Instance 1,50,15,10000,0.2,0.01,100,0.9,10,4468,4000,108.11256837844849
tai50_15.txt - Instance 2,50,15,10000,0.2,0.01,100,0.9,10,4474,4046,111.94656896591187
tai50_15.txt - Instance 3,50,15,10000,0.2,0.01,100,0.9,10,3830,3808,97.80730557441711
tai50_15.txt - Instance 4,50,15,10000,0.2,0.01,100,0.9,10,4362,3814,117.3750364780426
tai50_15.txt - Instance 5,50,15,10000,0.2,0.01,100,0.9,10,4978,4167,101.29334545135498
tai50_15.txt - Instance 6,50,15,10000,0.2,0.01,100,0.9,10,4525,3962,110.6274561882019
tai50_15.txt - Instance 7,50,15,10000,0.2,0.01,100,0.9,10,4595,4073,106.93386340141296
tai50_15.txt - Instance 8,50,15,10000,0.2,0.01,100,0.9,10,4380,4226,97.08356666564941
tai50_15.txt - Instance 9,50,15,10000,0.2,0.01,100,0.9,10,4220,3896,106.66310024261475
tai50_15.txt - Instance 10,50,15,10000,0.2,0.01,100,0.9,10,4471,3875,106.50518536567688
tai50_20.txt - Instance 1,50,20,10000,0.2,0.01,100,0.9,10,4577,4547,192.09750938415527
tai50_20.txt - Instance 2,50,20,10000,0.2,0.01,100,0.9,10,4642,4580,182.0559482574463
tai50_20.txt - Instance 3,50,20,10000,0.2,0.01,100,0.9,10,4210,4210,170.6318235397339
tai50_20.txt - Instance 4,50,20,10000,0.2,0.01,100,0.9,10,4377,4228,181.5749809741974
tai50_20.txt - Instance 5,50,20,10000,0.2,0.01,100,0.9,10,4536,4260,179.14772033691406
tai50_20.txt - Instance 6,50,20,10000,0.2,0.01,100,0.9,10,4944,4334,181.55736207962036
tai50_20.txt - Instance 7,50,20,10000,0.2,0.01,100,0.9,10,4906,4469,182.3932240009308
tai50_20.txt - Instance 8,50,20,10000,0.2,0.01,100,0.9,10,4539,4336,181.67824935913086
tai50_20.txt - Instance 9,50,20,10000,0.2,0.01,100,0.9,10,4651,4573,183.29984283447266
tai50_20.txt - Instance 10,50,20,10000,0.2,0.01,100,0.9,10,4879,4519,182.84346222877502
tai100_20.txt - Instance 1,100,20,10000,0.2,0.01,100,0.9,10,7968,7838,604.3261473178864
tai100_20.txt - Instance 2,100,20,10000,0.2,0.01,100,0.9,10,7575,7575,589.063951253891
tai100_20.txt - Instance 3,100,20,10000,0.2,0.01,100,0.9,10,8170,7850,612.8479540348053
tai100_20.txt - Instance 4,100,20,10000,0.2,0.01,100,0.9,10,8034,7485,598.8653724193573
tai100_20.txt - Instance 5,100,20,10000,0.2,0.01,100,0.9,10,8433,7702,596.6270656585693
tai100_20.txt - Instance 6,100,20,10000,0.2,0.01,100,0.9,10,7820,7554,521.5042839050293
tai100_20.txt - Instance 7,100,20,10000,0.2,0.01,100,0.9,10,8304,7889,612.3213090896606
tai100_20.txt - Instance 8,100,20,10000,0.2,0.01,100,0.9,10,7910,7797,525.4336280822754
tai100_20.txt - Instance 9,100,20,10000,0.2,0.01,100,0.9,10,7843,7580,522.985785484314
tai100_20.txt - Instance 10,100,20,10000,0.2,0.01,100,0.9,10,7869,7804,556.9991147518158
