Instance,n_jobs,n_machines,p_iterations,p_pct,p_lambda,p_tabootenure,p_cooling_r,p_max_iters_nomejor,Initial Makespan,Optimized Makespan,Time (s)
tai20_20.txt - Instance 3,20,20,5000,0.2,0.01,50,0.9,10,2449,2375,18.32624053955078
tai20_20.txt - Instance 4,20,20,5000,0.2,0.01,50,0.9,10,2773,2444,11.962036609649658
tai20_20.txt - Instance 5,20,20,5000,0.2,0.01,50,0.9,10,2679,2550,13.173921585083008
tai20_20.txt - Instance 6,20,20,5000,0.2,0.01,50,0.9,10,2297,2297,13.353190422058105
tai20_20.txt - Instance 7,20,20,5000,0.2,0.01,50,0.9,10,2870,2648,13.35944390296936
tai20_20.txt - Instance 8,20,20,5000,0.2,0.01,50,0.9,10,2621,2343,13.812539339065552
tai20_20.txt - Instance 9,20,20,5000,0.2,0.01,50,0.9,10,2689,2528,12.817427158355713
tai20_20.txt - Instance 10,20,20,5000,0.2,0.01,50,0.9,10,2691,2470,13.296081304550171
tai30_15.txt - Instance 1,30,15,5000,0.2,0.01,50,0.9,10,3120,2754,14.389198780059814
tai30_15.txt - Instance 2,30,15,5000,0.2,0.01,50,0.9,10,3071,2697,14.876399755477905
tai30_15.txt - Instance 3,30,15,5000,0.2,0.01,50,0.9,10,2795,2795,16.216018676757812
tai30_15.txt - Instance 4,30,15,5000,0.2,0.01,50,0.9,10,3068,2748,26.035295963287354
tai30_15.txt - Instance 5,30,15,5000,0.2,0.01,50,0.9,10,3114,2721,18.557392597198486
tai30_15.txt - Instance 6,30,15,5000,0.2,0.01,50,0.9,10,2967,2749,18.34030532836914
tai30_15.txt - Instance 7,30,15,5000,0.2,0.01,50,0.9,10,3144,2672,19.04226779937744
tai30_15.txt - Instance 8,30,15,5000,0.2,0.01,50,0.9,10,2463,2463,17.97140669822693
tai30_15.txt - Instance 9,30,15,5000,0.2,0.01,50,0.9,10,3175,2626,16.568024396896362
tai30_15.txt - Instance 10,30,15,5000,0.2,0.01,50,0.9,10,2940,2693,15.813924074172974
tai30_20.txt - Instance 1,30,20,5000,0.2,0.01,50,0.9,10,3166,3166,30.212398052215576
tai30_20.txt - Instance 2,30,20,5000,0.2,0.01,50,0.9,10,3411,3155,31.48196840286255
tai30_20.txt - Instance 3,30,20,5000,0.2,0.01,50,0.9,10,3220,3105,26.641685962677002
tai30_20.txt - Instance 4,30,20,5000,0.2,0.01,50,0.9,10,3337,3206,28.042788982391357
tai30_20.txt - Instance 5,30,20,5000,0.2,0.01,50,0.9,10,3360,3138,24.944544315338135
tai30_20.txt - Instance 6,30,20,5000,0.2,0.01,50,0.9,10,3326,3209,25.884877681732178
tai30_20.txt - Instance 7,30,20,5000,0.2,0.01,50,0.9,10,3050,3050,24.56192636489868
tai30_20.txt - Instance 8,30,20,5000,0.2,0.01,50,0.9,10,3452,2968,26.50225329399109
tai30_20.txt - Instance 9,30,20,5000,0.2,0.01,50,0.9,10,3207,3025,27.612687826156616
tai30_20.txt - Instance 10,30,20,5000,0.2,0.01,50,0.9,10,3044,3044,29.717013120651245
tai50_15.txt - Instance 1,50,15,5000,0.2,0.01,50,0.9,10,4468,4221,36.79733061790466
tai50_15.txt - Instance 2,50,15,5000,0.2,0.01,50,0.9,10,4474,4143,38.43177819252014
tai50_15.txt - Instance 3,50,15,5000,0.2,0.01,50,0.9,10,3830,3830,37.97252917289734
tai50_15.txt - Instance 4,50,15,5000,0.2,0.01,50,0.9,10,4362,3909,35.47066330909729
tai50_15.txt - Instance 5,50,15,5000,0.2,0.01,50,0.9,10,4978,4033,35.24815011024475
tai50_15.txt - Instance 6,50,15,5000,0.2,0.01,50,0.9,10,4525,4010,39.18196988105774
tai50_15.txt - Instance 7,50,15,5000,0.2,0.01,50,0.9,10,4595,4026,38.73230743408203
tai50_15.txt - Instance 8,50,15,5000,0.2,0.01,50,0.9,10,4380,4102,39.23160934448242
tai50_15.txt - Instance 9,50,15,5000,0.2,0.01,50,0.9,10,4220,4149,35.6310088634491
tai50_15.txt - Instance 10,50,15,5000,0.2,0.01,50,0.9,10,4471,3970,35.96929216384888
tai50_20.txt - Instance 1,50,20,5000,0.2,0.01,50,0.9,10,4577,4534,67.56480693817139
tai50_20.txt - Instance 2,50,20,5000,0.2,0.01,50,0.9,10,4642,4605,63.34889626502991
tai50_20.txt - Instance 3,50,20,5000,0.2,0.01,50,0.9,10,4210,4210,61.744040727615356
tai50_20.txt - Instance 4,50,20,5000,0.2,0.01,50,0.9,10,4377,4377,54.748414278030396
tai50_20.txt - Instance 5,50,20,5000,0.2,0.01,50,0.9,10,4536,4368,65.47890400886536
tai50_20.txt - Instance 6,50,20,5000,0.2,0.01,50,0.9,10,4944,4419,66.18173098564148
tai50_20.txt - Instance 7,50,20,5000,0.2,0.01,50,0.9,10,4906,4595,65.13437414169312
tai50_20.txt - Instance 8,50,20,5000,0.2,0.01,50,0.9,10,4539,4329,62.01338744163513
tai50_20.txt - Instance 9,50,20,5000,0.2,0.01,50,0.9,10,4651,4632,53.202043771743774
tai50_20.txt - Instance 10,50,20,5000,0.2,0.01,50,0.9,10,4879,4495,67.60555815696716
tai100_20.txt - Instance 1,100,20,5000,0.2,0.01,50,0.9,10,7968,7968,208.78148198127747
tai100_20.txt - Instance 2,100,20,5000,0.2,0.01,50,0.9,10,7575,7565,208.82755279541016
tai100_20.txt - Instance 3,100,20,5000,0.2,0.01,50,0.9,10,8170,7921,212.4092915058136
tai100_20.txt - Instance 4,100,20,5000,0.2,0.01,50,0.9,10,8034,7585,185.33933782577515
tai100_20.txt - Instance 5,100,20,5000,0.2,0.01,50,0.9,10,8433,7743,214.58311080932617
tai100_20.txt - Instance 6,100,20,5000,0.2,0.01,50,0.9,10,7820,7705,209.86574864387512
tai100_20.txt - Instance 7,100,20,5000,0.2,0.01,50,0.9,10,8304,7639,210.84331703186035
tai100_20.txt - Instance 8,100,20,5000,0.2,0.01,50,0.9,10,7910,7719,179.34083366394043
tai100_20.txt - Instance 9,100,20,5000,0.2,0.01,50,0.9,10,7843,7843,181.56546092033386
tai100_20.txt - Instance 10,100,20,5000,0.2,0.01,50,0.9,10,7869,7482,200.73732471466064
tai15_15.txt - Instance 1,15,15,5000,0.3,0.01,50,0.9,10,1865,1681,5.866279363632202
tai15_15.txt - Instance 2,15,15,5000,0.3,0.01,50,0.9,10,1911,1700,5.971225738525391
tai15_15.txt - Instance 3,15,15,5000,0.3,0.01,50,0.9,10,1942,1686,6.014465808868408
tai15_15.txt - Instance 4,15,15,5000,0.3,0.01,50,0.9,10,1946,1632,7.016798973083496
tai15_15.txt - Instance 5,15,15,5000,0.3,0.01,50,0.9,10,1725,1639,7.065854787826538
tai15_15.txt - Instance 6,15,15,5000,0.3,0.01,50,0.9,10,1739,1699,6.565400123596191
tai15_15.txt - Instance 7,15,15,5000,0.3,0.01,50,0.9,10,1993,1622,6.122981548309326
tai15_15.txt - Instance 8,15,15,5000,0.3,0.01,50,0.9,10,1904,1794,6.412483215332031
tai15_15.txt - Instance 9,15,15,5000,0.3,0.01,50,0.9,10,2057,1711,5.834068536758423
tai15_15.txt - Instance 10,15,15,5000,0.3,0.01,50,0.9,10,1808,1808,6.599890232086182
tai20_15.txt - Instance 1,20,15,5000,0.3,0.01,50,0.9,10,2225,2036,9.058442115783691
tai20_15.txt - Instance 2,20,15,5000,0.3,0.01,50,0.9,10,2266,2046,9.02083420753479
tai20_15.txt - Instance 3,20,15,5000,0.3,0.01,50,0.9,10,2183,2062,10.657893657684326
tai20_15.txt - Instance 4,20,15,5000,0.3,0.01,50,0.9,10,2278,1842,8.935165166854858
tai20_15.txt - Instance 5,20,15,5000,0.3,0.01,50,0.9,10,2335,2083,11.509574890136719
tai20_15.txt - Instance 6,20,15,5000,0.3,0.01,50,0.9,10,2089,2089,9.159907579421997
tai20_15.txt - Instance 7,20,15,5000,0.3,0.01,50,0.9,10,2112,2045,9.711457014083862
tai20_15.txt - Instance 8,20,15,5000,0.3,0.01,50,0.9,10,2197,1977,9.471922874450684
tai20_15.txt - Instance 9,20,15,5000,0.3,0.01,50,0.9,10,2123,1917,9.0875825881958
tai20_15.txt - Instance 10,20,15,5000,0.3,0.01,50,0.9,10,1910,1910,9.327755451202393
tai20_20.txt - Instance 1,20,20,5000,0.3,0.01,50,0.9,10,2679,2557,14.699717283248901
tai20_20.txt - Instance 2,20,20,5000,0.3,0.01,50,0.9,10,2519,2441,14.44615387916565
tai20_20.txt - Instance 3,20,20,5000,0.3,0.01,50,0.9,10,2449,2328,15.382163286209106
tai20_20.txt - Instance 4,20,20,5000,0.3,0.01,50,0.9,10,2773,2465,14.286486625671387
tai20_20.txt - Instance 5,20,20,5000,0.3,0.01,50,0.9,10,2679,2483,14.764979600906372
tai20_20.txt - Instance 6,20,20,5000,0.3,0.01,50,0.9,10,2297,2297,15.700119018554688
tai20_20.txt - Instance 7,20,20,5000,0.3,0.01,50,0.9,10,2870,2589,14.297715187072754
tai20_20.txt - Instance 8,20,20,5000,0.3,0.01,50,0.9,10,2621,2424,13.981091976165771
tai20_20.txt - Instance 9,20,20,5000,0.3,0.01,50,0.9,10,2689,2472,15.028229713439941
tai20_20.txt - Instance 10,20,20,5000,0.3,0.01,50,0.9,10,2691,2546,14.156716346740723
tai30_15.txt - Instance 1,30,15,5000,0.3,0.01,50,0.9,10,3120,2640,17.55049228668213
tai30_15.txt - Instance 2,30,15,5000,0.3,0.01,50,0.9,10,3071,2771,16.530259370803833
tai30_15.txt - Instance 3,30,15,5000,0.3,0.01,50,0.9,10,2795,2795,16.400858640670776
tai30_15.txt - Instance 4,30,15,5000,0.3,0.01,50,0.9,10,3068,2736,16.067371606826782
tai30_15.txt - Instance 5,30,15,5000,0.3,0.01,50,0.9,10,3114,2741,17.605376482009888
tai30_15.txt - Instance 6,30,15,5000,0.3,0.01,50,0.9,10,2967,2799,16.037351608276367
tai30_15.txt - Instance 7,30,15,5000,0.3,0.01,50,0.9,10,3144,2751,16.078492879867554
tai30_15.txt - Instance 8,30,15,5000,0.3,0.01,50,0.9,10,2463,2463,15.989581823348999
tai30_15.txt - Instance 9,30,15,5000,0.3,0.01,50,0.9,10,3175,2647,17.427298307418823
tai30_15.txt - Instance 10,30,15,5000,0.3,0.01,50,0.9,10,2940,2646,17.101167678833008
tai30_20.txt - Instance 1,30,20,5000,0.3,0.01,50,0.9,10,3166,3166,26.885067462921143
tai30_20.txt - Instance 2,30,20,5000,0.3,0.01,50,0.9,10,3411,3101,29.93148112297058
tai30_20.txt - Instance 3,30,20,5000,0.3,0.01,50,0.9,10,3220,2992,27.693026065826416
tai30_20.txt - Instance 4,30,20,5000,0.3,0.01,50,0.9,10,3337,3337,25.551636457443237
tai30_20.txt - Instance 5,30,20,5000,0.3,0.01,50,0.9,10,3360,3336,25.640315055847168
tai30_20.txt - Instance 6,30,20,5000,0.3,0.01,50,0.9,10,3326,3297,25.847574472427368
tai30_20.txt - Instance 7,30,20,5000,0.3,0.01,50,0.9,10,3050,3050,27.86050271987915
tai30_20.txt - Instance 8,30,20,5000,0.3,0.01,50,0.9,10,3452,3083,28.216864824295044
tai30_20.txt - Instance 9,30,20,5000,0.3,0.01,50,0.9,10,3207,3115,28.26433539390564
tai30_20.txt - Instance 10,30,20,5000,0.3,0.01,50,0.9,10,3044,3044,27.613256454467773
tai50_15.txt - Instance 1,50,15,5000,0.3,0.01,50,0.9,10,4468,4093,37.62345623970032
tai50_15.txt - Instance 2,50,15,5000,0.3,0.01,50,0.9,10,4474,4235,34.383928537368774
tai50_15.txt - Instance 3,50,15,5000,0.3,0.01,50,0.9,10,3830,3826,37.2286593914032
tai50_15.txt - Instance 4,50,15,5000,0.3,0.01,50,0.9,10,4362,4010,39.24990940093994
tai50_15.txt - Instance 5,50,15,5000,0.3,0.01,50,0.9,10,4978,4026,35.656628131866455
tai50_15.txt - Instance 6,50,15,5000,0.3,0.01,50,0.9,10,4525,4024,37.731184005737305
tai50_15.txt - Instance 7,50,15,5000,0.3,0.01,50,0.9,10,4595,4105,36.142228841781616
tai50_15.txt - Instance 8,50,15,5000,0.3,0.01,50,0.9,10,4380,4338,55.87953305244446
tai50_15.txt - Instance 9,50,15,5000,0.3,0.01,50,0.9,10,4220,3895,39.00770449638367
tai50_15.txt - Instance 10,50,15,5000,0.3,0.01,50,0.9,10,4471,3818,36.037092208862305
tai50_20.txt - Instance 1,50,20,5000,0.3,0.01,50,0.9,10,4577,4484,61.45333743095398
tai50_20.txt - Instance 2,50,20,5000,0.3,0.01,50,0.9,10,4642,4620,63.801793813705444
tai50_20.txt - Instance 3,50,20,5000,0.3,0.01,50,0.9,10,4210,4210,83.29862833023071
tai50_20.txt - Instance 4,50,20,5000,0.3,0.01,50,0.9,10,4377,4377,57.19980716705322
tai50_20.txt - Instance 5,50,20,5000,0.3,0.01,50,0.9,10,4536,4362,64.49302697181702
tai50_20.txt - Instance 6,50,20,5000,0.3,0.01,50,0.9,10,4944,4409,60.21062922477722
tai50_20.txt - Instance 7,50,20,5000,0.3,0.01,50,0.9,10,4906,4593,63.355815172195435
tai50_20.txt - Instance 8,50,20,5000,0.3,0.01,50,0.9,10,4539,4422,64.63096165657043
tai50_20.txt - Instance 9,50,20,5000,0.3,0.01,50,0.9,10,4651,4624,59.51277828216553
tai50_20.txt - Instance 10,50,20,5000,0.3,0.01,50,0.9,10,4879,4550,64.16109895706177
tai100_20.txt - Instance 1,100,20,5000,0.3,0.01,50,0.9,10,7968,7968,166.2410283088684
tai100_20.txt - Instance 2,100,20,5000,0.3,0.01,50,0.9,10,7575,7337,207.215656042099
tai100_20.txt - Instance 3,100,20,5000,0.3,0.01,50,0.9,10,8170,7959,210.53359937667847
tai100_20.txt - Instance 4,100,20,5000,0.3,0.01,50,0.9,10,8034,7767,206.0568811893463
tai100_20.txt - Instance 5,100,20,5000,0.3,0.01,50,0.9,10,8433,7949,207.39744663238525
tai100_20.txt - Instance 6,100,20,5000,0.3,0.01,50,0.9,10,7820,7820,187.5099971294403
tai100_20.txt - Instance 7,100,20,5000,0.3,0.01,50,0.9,10,8304,7803,215.80888032913208
tai100_20.txt - Instance 8,100,20,5000,0.3,0.01,50,0.9,10,7910,7723,206.51820611953735
tai100_20.txt - Instance 9,100,20,5000,0.3,0.01,50,0.9,10,7843,7604,176.9098448753357
tai100_20.txt - Instance 10,100,20,5000,0.3,0.01,50,0.9,10,7869,7554,183.1920461654663
